timestamp,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,cart_upstream_error_rate,product_upstream_error_rate,active_connections
2026-06-01T03:07:00Z,54.86,10.0,1.28,0.25,1.47,329
2026-06-01T03:07:30Z,52.55,29.3,0.0,0.3,2.47,302
2026-06-01T03:08:00Z,48.5,27.4,0.0,0.08,1.35,306
2026-06-01T03:08:30Z,44.19,22.5,0.0,0.73,2.73,303
2026-06-01T03:09:00Z,41.11,26.0,0.0,0.75,2.24,317
2026-06-01T03:09:30Z,43.99,27.5,0.78,0.41,1.67,311
2026-06-01T03:10:00Z,38.91,10.0,0.0,0.71,3.15,351
2026-06-01T03:10:30Z,56.22,27.9,0.54,0.02,1.6,343
2026-06-01T03:11:00Z,47.12,10.0,0.0,0.62,2.33,326
2026-06-01T03:11:30Z,42.91,38.4,0.64,0.53,2.81,317
2026-06-01T03:12:00Z,60.1,21.4,1.5,0.21,3.19,321
2026-06-01T03:12:30Z,42.93,12.0,0.64,0.8,2.84,322
2026-06-01T03:13:00Z,57.08,44.5,0.0,0.67,2.57,311
2026-06-01T03:13:30Z,23.84,20.7,0.53,0.57,4.03,342
2026-06-01T03:14:00Z,47.21,22.3,0.0,0.09,3.38,307
2026-06-01T03:14:30Z,52.94,22.4,0.0,0.24,2.97,320
2026-06-01T03:15:00Z,42.11,10.0,0.0,0.35,4.22,329
2026-06-01T03:15:30Z,51.95,27.1,0.0,0.58,2.71,331
2026-06-01T03:16:00Z,57.25,11.8,0.0,0.24,4.94,332
2026-06-01T03:16:30Z,49.27,16.8,0.0,0.16,2.26,312
2026-06-01T03:17:00Z,52.58,40.5,0.65,0.16,4.05,310
2026-06-01T03:17:30Z,49.93,24.8,0.0,0.28,5.17,320
2026-06-01T03:18:00Z,51.66,10.0,0.01,0.05,2.75,334
2026-06-01T03:18:30Z,44.37,33.5,0.0,0.57,3.62,328
2026-06-01T03:19:00Z,49.23,35.0,0.19,0.64,4.46,316
2026-06-01T03:19:30Z,45.14,16.8,0.0,0.42,3.43,314
2026-06-01T03:20:00Z,35.95,13.1,0.0,0.44,5.63,313
2026-06-01T03:20:30Z,46.18,50.8,0.0,0.03,4.86,321
2026-06-01T03:21:00Z,47.3,20.2,0.0,0.68,3.62,331
2026-06-01T03:21:30Z,64.02,10.0,0.0,0.71,4.06,306
2026-06-01T03:22:00Z,50.93,22.6,1.5,0.53,5.3,312
2026-06-01T03:22:30Z,42.44,19.9,0.0,0.32,3.21,316
2026-06-01T03:23:00Z,50.99,10.0,1.39,0.65,6.52,334
2026-06-01T03:23:30Z,53.27,18.3,0.0,0.61,5.73,319
2026-06-01T03:24:00Z,46.78,10.0,0.0,0.62,4.54,320
2026-06-01T03:24:30Z,52.3,39.8,0.0,0.05,4.88,337
2026-06-01T03:25:00Z,45.81,14.6,0.0,0.59,4.92,309
2026-06-01T03:25:30Z,41.33,10.0,1.5,0.29,3.57,321
2026-06-01T03:26:00Z,37.06,10.0,0.21,0.36,5.3,319
2026-06-01T03:26:30Z,46.34,28.4,0.0,0.53,7.12,326
2026-06-01T03:27:00Z,61.81,10.0,0.0,0.35,4.37,344
2026-06-01T03:27:30Z,49.54,27.3,0.0,0.61,6.9,308
2026-06-01T03:28:00Z,46.08,12.9,0.0,0.19,5.64,349
2026-06-01T03:28:30Z,48.86,19.7,0.0,0.65,4.65,341
2026-06-01T03:29:00Z,50.84,10.0,0.0,0.74,6.5,321
2026-06-01T03:29:30Z,38.69,10.0,0.45,0.79,8.49,317
2026-06-01T03:30:00Z,66.71,17.5,0.0,0.27,4.1,329
2026-06-01T03:30:30Z,49.81,10.0,0.59,0.14,5.52,328
2026-06-01T03:31:00Z,62.16,27.2,1.44,0.18,6.8,313
2026-06-01T03:31:30Z,50.81,25.0,0.07,0.25,8.09,322
2026-06-01T03:32:00Z,64.1,10.0,0.0,0.64,5.87,330
2026-06-01T03:32:30Z,39.73,11.5,1.08,0.71,3.77,314
2026-06-01T03:33:00Z,59.19,10.0,0.0,0.44,8.57,293
2026-06-01T03:33:30Z,42.52,13.9,0.46,0.38,7.42,352
2026-06-01T03:34:00Z,57.41,16.3,0.0,0.52,7.16,314
2026-06-01T03:34:30Z,49.55,33.5,0.51,0.48,5.21,329
2026-06-01T03:35:00Z,42.99,11.1,0.0,0.73,9.21,314
2026-06-01T03:35:30Z,45.85,13.8,0.6,0.33,8.89,329
2026-06-01T03:36:00Z,56.66,10.0,1.5,0.08,5.67,320
2026-06-01T03:36:30Z,60.36,18.7,0.0,0.18,9.13,320
2026-06-01T03:37:00Z,51.63,36.9,1.27,0.06,4.25,296
2026-06-01T03:37:30Z,55.26,10.0,0.7,0.07,9.32,348
2026-06-01T03:38:00Z,38.14,10.0,0.0,0.4,4.27,319
2026-06-01T03:38:30Z,45.21,46.8,0.0,0.2,5.7,322
2026-06-01T03:39:00Z,48.25,47.2,0.0,0.15,4.07,315
2026-06-01T03:39:30Z,66.98,43.8,0.42,0.1,9.46,304
2026-06-01T03:40:00Z,55.83,10.0,0.0,0.53,9.84,344
2026-06-01T03:40:30Z,65.52,15.1,0.82,0.69,4.86,324
2026-06-01T03:41:00Z,48.09,16.8,0.0,0.37,8.83,295
2026-06-01T03:41:30Z,52.32,34.7,1.5,0.38,5.51,316
2026-06-01T03:42:00Z,59.07,23.0,0.0,0.33,4.71,324
2026-06-01T03:42:30Z,58.25,27.8,0.0,0.53,7.18,312
2026-06-01T03:43:00Z,46.62,10.0,0.0,0.24,8.22,334
2026-06-01T03:43:30Z,44.83,14.2,1.0,0.43,4.62,343
2026-06-01T03:44:00Z,61.89,10.0,0.83,0.51,5.44,327
2026-06-01T03:44:30Z,51.44,20.6,0.0,0.35,6.95,323
2026-06-01T03:45:00Z,45.61,46.4,0.0,0.58,4.29,349
2026-06-01T03:45:30Z,57.15,27.0,0.0,0.26,8.44,329
2026-06-01T03:46:00Z,47.33,32.2,0.09,0.35,4.22,313
2026-06-01T03:46:30Z,48.08,23.0,1.5,0.39,9.83,345
2026-06-01T03:47:00Z,52.74,11.0,1.25,0.41,5.37,315
2026-06-01T03:47:30Z,49.97,15.1,1.22,0.04,6.42,345
2026-06-01T03:48:00Z,46.98,10.0,0.05,0.07,5.04,329
2026-06-01T03:48:30Z,54.77,43.1,0.54,0.72,5.67,334
2026-06-01T03:49:00Z,53.0,10.5,0.0,0.22,6.51,296
2026-06-01T03:49:30Z,69.25,28.5,0.66,0.26,8.16,341
2026-06-01T03:50:00Z,53.83,26.0,1.5,0.0,8.06,330
2026-06-01T03:50:30Z,55.6,33.9,0.0,0.41,6.66,317
2026-06-01T03:51:00Z,42.58,21.4,0.0,0.66,7.85,316
2026-06-01T03:51:30Z,55.67,18.9,0.45,0.65,8.72,340
2026-06-01T03:52:00Z,59.72,10.0,0.0,0.68,8.29,328
2026-06-01T03:52:30Z,39.86,35.0,0.33,0.15,6.8,338
2026-06-01T03:53:00Z,46.46,21.7,0.0,0.7,7.55,327
2026-06-01T03:53:30Z,49.63,14.9,0.0,0.35,6.08,322
2026-06-01T03:54:00Z,46.09,12.0,0.0,0.25,8.06,339
2026-06-01T03:54:30Z,49.37,13.7,0.0,0.12,4.96,321
2026-06-01T03:55:00Z,43.96,10.0,1.25,0.68,4.7,337
2026-06-01T03:55:30Z,46.87,12.4,0.0,0.52,6.94,322
2026-06-01T03:56:00Z,57.42,44.3,0.0,0.21,6.81,357
2026-06-01T03:56:30Z,52.21,18.8,0.14,0.7,5.46,329
2026-06-01T03:57:00Z,54.75,23.7,0.0,0.31,6.19,346
2026-06-01T03:57:30Z,47.97,20.1,1.32,0.77,4.67,350
2026-06-01T03:58:00Z,49.46,29.3,0.0,0.57,7.89,301
2026-06-01T03:58:30Z,59.51,52.4,0.56,0.68,3.76,326
2026-06-01T03:59:00Z,50.26,29.3,0.11,0.13,7.76,338
2026-06-01T03:59:30Z,59.41,32.7,0.0,0.17,7.41,332
2026-06-01T04:00:00Z,52.48,19.8,0.0,0.24,6.39,346
2026-06-01T04:00:30Z,40.57,11.1,1.5,0.16,7.3,308
2026-06-01T04:01:00Z,51.8,31.7,0.0,0.1,4.38,360
2026-06-01T04:01:30Z,54.4,18.8,0.0,0.59,3.55,347
2026-06-01T04:02:00Z,48.48,10.0,1.1,0.54,5.42,337
2026-06-01T04:02:30Z,64.62,10.0,0.0,0.64,3.31,323
2026-06-01T04:03:00Z,61.53,57.8,1.01,0.04,4.62,316
2026-06-01T04:03:30Z,57.38,43.3,0.0,0.48,6.04,335
2026-06-01T04:04:00Z,51.97,65.6,1.03,0.6,7.07,310
2026-06-01T04:04:30Z,66.42,34.4,0.18,0.47,5.73,320
2026-06-01T04:05:00Z,44.97,51.3,0.12,0.46,4.71,299
2026-06-01T04:05:30Z,40.1,25.1,0.0,0.52,5.13,321
2026-06-01T04:06:00Z,56.49,21.2,0.46,0.26,6.0,314
2026-06-01T04:06:30Z,55.3,29.1,0.37,0.28,6.4,297
2026-06-01T04:07:00Z,59.02,27.6,0.0,0.12,5.89,331
2026-06-01T04:07:30Z,58.12,12.7,0.0,0.65,3.95,325
2026-06-01T04:08:00Z,60.19,30.4,0.25,0.43,3.73,330
2026-06-01T04:08:30Z,52.23,24.6,0.0,0.28,3.83,326
2026-06-01T04:09:00Z,54.54,10.0,0.79,0.25,4.19,320
2026-06-01T04:09:30Z,52.7,10.8,0.0,0.67,4.65,318
2026-06-01T04:10:00Z,58.22,10.0,0.0,0.16,3.61,338
2026-06-01T04:10:30Z,39.35,29.7,0.0,0.35,4.7,312
2026-06-01T04:11:00Z,54.85,43.3,0.0,0.8,3.8,349
2026-06-01T04:11:30Z,42.55,35.1,0.0,0.59,3.49,319
2026-06-01T04:12:00Z,49.53,10.0,1.01,0.21,2.62,338
2026-06-01T04:12:30Z,53.5,13.6,1.5,0.74,2.8,325
2026-06-01T04:13:00Z,51.25,10.0,1.5,0.04,4.22,339
2026-06-01T04:13:30Z,43.75,31.7,0.19,0.22,4.38,331
2026-06-01T04:14:00Z,52.56,10.0,0.0,0.05,2.3,337
2026-06-01T04:14:30Z,64.48,38.2,0.0,0.52,3.84,348
2026-06-01T04:15:00Z,46.44,14.0,0.0,0.67,2.82,330
2026-06-01T04:15:30Z,47.94,10.0,0.1,0.34,3.73,319
2026-06-01T04:16:00Z,57.42,10.0,0.14,0.06,3.96,355
2026-06-01T04:16:30Z,51.23,39.5,0.97,0.45,3.11,346
2026-06-01T04:17:00Z,56.55,10.0,0.0,0.57,3.34,317
2026-06-01T04:17:30Z,45.31,35.9,1.44,0.72,2.57,341
2026-06-01T04:18:00Z,39.57,11.4,0.38,0.76,2.08,329
2026-06-01T04:18:30Z,49.07,10.0,0.0,0.69,2.18,335
2026-06-01T04:19:00Z,42.55,10.5,0.68,0.21,1.65,323
2026-06-01T04:19:30Z,40.76,31.6,0.0,0.66,2.91,314
2026-06-01T04:20:00Z,42.89,28.0,0.0,0.01,2.21,372
2026-06-01T04:20:30Z,58.07,10.0,0.41,0.36,1.32,333
2026-06-01T04:21:00Z,55.61,18.8,0.71,0.69,3.01,329
2026-06-01T04:21:30Z,64.61,31.8,0.03,0.53,2.55,360
2026-06-01T04:22:00Z,50.95,10.4,1.1,0.19,1.55,343
2026-06-01T04:22:30Z,43.69,31.4,0.61,0.79,1.76,329
2026-06-01T04:23:00Z,68.75,20.4,1.12,0.01,2.24,356
2026-06-01T04:23:30Z,47.93,50.0,0.0,0.38,1.75,325
2026-06-01T04:24:00Z,59.1,33.0,0.73,0.28,2.0,332
2026-06-01T04:24:30Z,61.31,10.0,0.58,0.14,1.43,336
2026-06-01T04:25:00Z,53.04,10.0,0.0,0.54,0.81,315
2026-06-01T04:25:30Z,53.53,21.8,0.32,0.75,1.37,337
2026-06-01T04:26:00Z,45.62,14.5,0.55,0.68,0.7,314
2026-06-01T04:26:30Z,56.8,10.0,0.11,0.1,1.01,343
2026-06-01T04:27:00Z,57.96,24.7,0.0,0.25,0.83,350
2026-06-01T04:27:30Z,62.23,13.9,0.0,0.5,0.67,331
2026-06-01T04:28:00Z,45.74,10.0,0.36,0.29,0.52,330
2026-06-01T04:28:30Z,60.45,10.0,0.0,0.35,0.41,333
2026-06-01T04:29:00Z,60.16,29.6,0.21,0.13,0.17,353
2026-06-01T04:29:30Z,47.06,32.2,0.0,0.23,0.13,341
2026-06-01T04:30:00Z,60.61,25.4,0.0,0.05,0.13,308
2026-06-01T04:30:30Z,52.54,10.0,0.27,0.39,0.05,364
2026-06-01T04:31:00Z,53.32,15.4,0.0,0.02,0.11,335
2026-06-01T04:31:30Z,61.04,10.0,0.2,0.5,0.06,317
2026-06-01T04:32:00Z,61.09,10.0,0.86,0.54,0.23,337
2026-06-01T04:32:30Z,52.62,10.0,0.0,0.01,0.14,341
2026-06-01T04:33:00Z,57.29,10.0,0.0,0.59,0.1,326
2026-06-01T04:33:30Z,46.84,10.0,0.0,0.27,0.09,342
2026-06-01T04:34:00Z,59.52,48.9,0.29,0.29,0.12,375
2026-06-01T04:34:30Z,38.37,24.3,1.34,0.5,0.14,329
2026-06-01T04:35:00Z,57.18,19.1,1.06,0.38,0.04,318
2026-06-01T04:35:30Z,55.5,10.0,0.32,0.14,0.14,354
2026-06-01T04:36:00Z,55.28,18.9,0.0,0.24,0.26,393
2026-06-01T04:36:30Z,70.33,18.6,0.0,0.59,0.28,336
2026-06-01T04:37:00Z,54.48,10.0,0.0,0.57,0.29,321
2026-06-01T04:37:30Z,60.9,10.0,1.25,0.45,0.22,347
2026-06-01T04:38:00Z,55.69,22.0,1.16,0.42,0.29,351
2026-06-01T04:38:30Z,58.84,10.0,0.0,0.16,0.05,349
2026-06-01T04:39:00Z,58.83,10.0,0.34,0.37,0.07,343
2026-06-01T04:39:30Z,57.23,28.3,0.0,0.53,0.24,326
2026-06-01T04:40:00Z,46.61,25.6,0.0,0.76,0.07,323
2026-06-01T04:40:30Z,50.49,10.0,0.0,0.08,0.1,334
2026-06-01T04:41:00Z,50.03,10.0,0.0,0.31,0.04,337
2026-06-01T04:41:30Z,53.53,10.0,0.0,0.29,0.14,353
2026-06-01T04:42:00Z,55.55,11.6,0.42,0.04,0.01,333
2026-06-01T04:42:30Z,56.31,17.0,0.01,0.58,0.21,344
2026-06-01T04:43:00Z,45.27,21.0,1.32,0.28,0.09,343
2026-06-01T04:43:30Z,60.79,12.6,0.0,0.59,0.27,345
2026-06-01T04:44:00Z,66.21,47.2,0.21,0.4,0.26,338
2026-06-01T04:44:30Z,66.19,40.0,0.0,0.47,0.27,319
2026-06-01T04:45:00Z,54.5,10.0,0.0,0.05,0.07,323
2026-06-01T04:45:30Z,47.31,30.3,0.12,0.18,0.1,347
2026-06-01T04:46:00Z,64.36,10.0,0.0,0.79,0.1,317
2026-06-01T04:46:30Z,55.8,10.0,0.0,0.67,0.19,341
2026-06-01T04:47:00Z,48.31,20.6,0.55,0.25,0.01,369
2026-06-01T04:47:30Z,52.29,46.5,0.98,0.57,0.03,337
2026-06-01T04:48:00Z,62.39,20.2,0.58,0.17,0.16,350
2026-06-01T04:48:30Z,50.46,22.9,0.9,0.78,0.3,345
2026-06-01T04:49:00Z,65.38,12.8,1.13,0.77,0.16,329
2026-06-01T04:49:30Z,57.3,22.5,0.0,0.51,0.24,341
2026-06-01T04:50:00Z,45.82,26.5,0.0,0.74,0.06,347
2026-06-01T04:50:30Z,53.74,36.2,0.0,0.02,0.18,346
2026-06-01T04:51:00Z,69.02,49.5,0.0,0.24,0.15,339
2026-06-01T04:51:30Z,59.78,12.3,0.0,0.05,0.2,326
2026-06-01T04:52:00Z,76.72,41.3,0.0,0.48,0.05,332
2026-06-01T04:52:30Z,66.5,10.0,0.45,0.25,0.12,342
2026-06-01T04:53:00Z,54.28,45.2,1.5,0.73,0.08,366
2026-06-01T04:53:30Z,56.2,40.6,0.55,0.07,0.25,340
2026-06-01T04:54:00Z,56.73,10.0,0.73,0.05,0.04,335
2026-06-01T04:54:30Z,60.15,10.0,0.71,0.13,0.14,352
2026-06-01T04:55:00Z,65.95,10.3,0.0,0.72,0.19,323
2026-06-01T04:55:30Z,55.9,10.0,0.0,0.1,0.19,345
2026-06-01T04:56:00Z,56.31,26.4,0.07,0.24,0.02,359
2026-06-01T04:56:30Z,52.77,30.0,0.0,0.11,0.26,322
2026-06-01T04:57:00Z,70.13,10.0,0.0,0.78,0.25,339
2026-06-01T04:57:30Z,53.75,18.4,0.79,0.8,0.26,321
2026-06-01T04:58:00Z,40.17,10.0,0.0,0.41,0.26,341
2026-06-01T04:58:30Z,57.26,23.6,0.0,0.47,0.08,373
2026-06-01T04:59:00Z,65.99,29.4,0.0,0.23,0.02,328
2026-06-01T04:59:30Z,56.57,30.7,0.1,0.4,0.1,359
2026-06-01T05:00:00Z,41.38,10.0,1.25,0.29,0.25,352
2026-06-01T05:00:30Z,60.35,16.8,1.06,0.79,0.08,331
2026-06-01T05:01:00Z,49.17,16.7,0.22,0.05,0.25,325
2026-06-01T05:01:30Z,60.19,49.2,0.0,0.17,0.28,356
2026-06-01T05:02:00Z,56.69,10.0,0.0,0.32,0.1,373
2026-06-01T05:02:30Z,54.05,10.0,0.41,0.41,0.16,350
2026-06-01T05:03:00Z,64.84,14.6,0.83,0.26,0.01,330
2026-06-01T05:03:30Z,52.2,10.0,0.0,0.19,0.16,355
2026-06-01T05:04:00Z,69.39,32.5,1.5,0.48,0.28,320
2026-06-01T05:04:30Z,67.52,10.0,1.28,0.34,0.26,371
2026-06-01T05:05:00Z,57.82,35.2,0.0,0.08,0.19,374
2026-06-01T05:05:30Z,58.19,15.7,0.0,0.15,0.1,327
2026-06-01T05:06:00Z,59.44,10.9,0.62,0.42,0.13,344
2026-06-01T05:06:30Z,66.77,11.2,0.93,0.01,0.29,359
2026-06-01T05:07:00Z,64.84,14.4,0.0,0.21,0.26,337
2026-06-01T05:07:30Z,55.52,10.0,0.0,0.37,0.22,349
2026-06-01T05:08:00Z,52.34,41.1,0.14,0.33,0.12,328
2026-06-01T05:08:30Z,62.55,34.9,0.0,0.25,0.21,335
2026-06-01T05:09:00Z,59.26,20.8,0.0,0.58,0.22,344
2026-06-01T05:09:30Z,50.05,46.0,0.0,0.28,0.03,351
2026-06-01T05:10:00Z,59.66,10.0,0.0,0.2,0.11,315
2026-06-01T05:10:30Z,41.81,26.2,0.4,0.3,0.28,345
2026-06-01T05:11:00Z,73.53,10.4,0.0,0.7,0.06,332
2026-06-01T05:11:30Z,60.5,10.0,0.0,0.55,0.06,364
2026-06-01T05:12:00Z,70.71,30.2,0.8,0.38,0.19,346
2026-06-01T05:12:30Z,57.6,16.8,1.06,0.33,0.28,358
2026-06-01T05:13:00Z,58.36,10.0,0.82,0.19,0.06,369
2026-06-01T05:13:30Z,48.4,50.6,0.38,0.02,0.07,320
2026-06-01T05:14:00Z,53.0,55.1,0.0,0.03,0.26,333
2026-06-01T05:14:30Z,54.62,54.4,0.44,0.58,0.25,357
2026-06-01T05:15:00Z,58.56,10.0,0.0,0.33,0.16,366
2026-06-01T05:15:30Z,69.82,24.0,0.77,0.51,0.13,367
2026-06-01T05:16:00Z,62.1,25.1,0.0,0.69,0.12,350
2026-06-01T05:16:30Z,63.96,11.0,0.42,0.51,0.1,364
2026-06-01T05:17:00Z,80.42,38.4,0.23,0.76,0.13,337
2026-06-01T05:17:30Z,64.74,32.9,0.0,0.18,0.23,352
2026-06-01T05:18:00Z,68.61,10.0,0.0,0.52,0.23,349
2026-06-01T05:18:30Z,49.77,10.0,0.24,0.53,0.22,353
2026-06-01T05:19:00Z,59.61,21.1,0.03,0.46,0.06,368
2026-06-01T05:19:30Z,61.79,10.0,0.43,0.16,0.29,345
2026-06-01T05:20:00Z,66.88,11.4,1.42,0.59,0.03,357
2026-06-01T05:20:30Z,66.42,43.5,0.0,0.39,0.07,326
2026-06-01T05:21:00Z,55.52,13.4,1.29,0.5,0.25,357
2026-06-01T05:21:30Z,69.14,27.7,0.0,0.64,0.03,364
2026-06-01T05:22:00Z,70.54,11.7,1.3,0.63,0.28,332
2026-06-01T05:22:30Z,69.81,26.8,0.0,0.63,0.15,349
2026-06-01T05:23:00Z,61.23,20.0,1.5,0.78,0.08,355
2026-06-01T05:23:30Z,65.32,10.0,0.17,0.33,0.24,359
2026-06-01T05:24:00Z,63.16,13.0,0.24,0.22,0.21,336
2026-06-01T05:24:30Z,55.08,20.1,0.28,0.53,0.27,351
2026-06-01T05:25:00Z,72.63,10.0,1.15,0.73,0.04,361
2026-06-01T05:25:30Z,63.04,10.0,0.0,0.24,0.12,348
2026-06-01T05:26:00Z,57.2,19.9,0.19,0.39,0.16,351
2026-06-01T05:26:30Z,56.29,24.7,0.0,0.54,0.12,375
2026-06-01T05:27:00Z,70.12,27.2,0.44,0.35,0.04,349
2026-06-01T05:27:30Z,76.35,14.2,0.0,0.68,0.16,345
2026-06-01T05:28:00Z,61.82,10.0,0.7,0.46,0.22,335
2026-06-01T05:28:30Z,73.33,33.6,0.16,0.61,0.08,368
2026-06-01T05:29:00Z,43.17,10.0,0.39,0.05,0.22,362
2026-06-01T05:29:30Z,55.99,46.9,0.0,0.69,0.29,367
2026-06-01T05:30:00Z,58.67,27.8,0.25,0.39,0.02,357
2026-06-01T05:30:30Z,60.66,39.3,0.0,0.51,0.08,339
2026-06-01T05:31:00Z,49.91,16.6,0.0,0.41,0.29,377
2026-06-01T05:31:30Z,65.03,14.2,0.13,0.05,0.15,345
2026-06-01T05:32:00Z,64.77,15.3,0.0,0.69,0.3,354
2026-06-01T05:32:30Z,54.88,26.2,0.0,0.1,0.02,342
2026-06-01T05:33:00Z,65.67,26.0,0.0,0.02,0.25,369
2026-06-01T05:33:30Z,58.23,10.9,0.0,0.27,0.04,348
2026-06-01T05:34:00Z,58.05,13.8,0.93,0.03,0.19,371
2026-06-01T05:34:30Z,57.09,10.0,0.33,0.29,0.23,362
2026-06-01T05:35:00Z,68.98,28.2,0.0,0.53,0.19,374
2026-06-01T05:35:30Z,67.05,13.2,0.54,0.64,0.1,373
2026-06-01T05:36:00Z,71.3,11.4,0.23,0.31,0.2,361
2026-06-01T05:36:30Z,59.41,20.5,0.0,0.24,0.1,344
2026-06-01T05:37:00Z,57.96,37.8,0.51,0.68,0.04,338
2026-06-01T05:37:30Z,60.9,43.7,0.89,0.15,0.25,375
2026-06-01T05:38:00Z,65.97,10.0,0.0,0.48,0.21,370
2026-06-01T05:38:30Z,65.89,34.4,0.0,0.04,0.07,345
2026-06-01T05:39:00Z,61.55,10.0,0.12,0.01,0.05,361
2026-06-01T05:39:30Z,67.87,27.4,0.89,0.52,0.26,348
2026-06-01T05:40:00Z,71.68,10.0,1.27,0.58,0.23,355
2026-06-01T05:40:30Z,73.44,11.5,0.44,0.4,0.27,374
2026-06-01T05:41:00Z,74.76,57.5,0.61,0.38,0.27,346
2026-06-01T05:41:30Z,54.99,10.0,0.59,0.51,0.21,365
2026-06-01T05:42:00Z,48.21,44.8,0.0,0.69,0.25,392
2026-06-01T05:42:30Z,68.84,10.0,0.0,0.25,0.2,369
2026-06-01T05:43:00Z,68.15,26.0,0.0,0.02,0.05,363
2026-06-01T05:43:30Z,64.22,10.0,0.0,0.73,0.09,340
2026-06-01T05:44:00Z,66.62,36.3,0.0,0.13,0.02,351
2026-06-01T05:44:30Z,71.12,29.1,0.98,0.71,0.28,336
2026-06-01T05:45:00Z,70.01,20.2,1.1,0.01,0.22,381
2026-06-01T05:45:30Z,64.31,21.1,1.5,0.35,0.09,363
2026-06-01T05:46:00Z,70.52,27.2,1.31,0.25,0.11,366
2026-06-01T05:46:30Z,74.46,23.9,0.0,0.67,0.26,384
2026-06-01T05:47:00Z,73.13,11.3,0.42,0.63,0.0,325
2026-06-01T05:47:30Z,52.67,30.3,1.04,0.64,0.21,356
2026-06-01T05:48:00Z,56.87,11.7,0.0,0.53,0.12,353
2026-06-01T05:48:30Z,64.66,18.7,0.0,0.01,0.13,365
2026-06-01T05:49:00Z,68.74,10.0,0.0,0.36,0.23,361
2026-06-01T05:49:30Z,57.13,40.9,0.61,0.73,0.2,390
2026-06-01T05:50:00Z,78.74,32.9,0.32,0.73,0.25,373
2026-06-01T05:50:30Z,67.84,10.0,0.0,0.02,0.05,358
2026-06-01T05:51:00Z,68.79,15.1,0.0,0.76,0.24,365
2026-06-01T05:51:30Z,65.07,16.1,0.0,0.72,0.17,360
2026-06-01T05:52:00Z,71.17,10.0,0.0,0.17,0.3,362
2026-06-01T05:52:30Z,73.4,14.2,0.23,0.54,0.23,348
2026-06-01T05:53:00Z,58.0,16.6,1.17,0.47,0.11,332
2026-06-01T05:53:30Z,68.75,10.0,0.52,0.08,0.3,400
2026-06-01T05:54:00Z,56.65,36.8,0.0,0.25,0.2,366
2026-06-01T05:54:30Z,60.79,39.4,0.0,0.39,0.03,360
2026-06-01T05:55:00Z,71.03,10.0,1.41,0.66,0.23,367
2026-06-01T05:55:30Z,65.88,30.7,0.0,0.31,0.15,363
2026-06-01T05:56:00Z,64.23,18.5,1.5,0.44,0.09,338
2026-06-01T05:56:30Z,57.04,16.8,0.0,0.03,0.03,372
2026-06-01T05:57:00Z,57.91,28.5,0.0,0.65,0.05,353
2026-06-01T05:57:30Z,64.5,19.0,0.83,0.19,0.22,380
2026-06-01T05:58:00Z,64.23,47.2,0.0,0.5,0.13,359
2026-06-01T05:58:30Z,67.22,17.2,0.0,0.58,0.24,343
2026-06-01T05:59:00Z,62.61,21.6,0.0,0.45,0.13,363
2026-06-01T05:59:30Z,67.99,12.7,1.16,0.57,0.24,366
2026-06-01T06:00:00Z,69.13,20.9,0.0,0.32,0.1,380
2026-06-01T06:00:30Z,57.09,13.9,0.0,0.72,0.3,352
2026-06-01T06:01:00Z,63.87,10.0,1.15,0.3,0.21,364
2026-06-01T06:01:30Z,72.22,10.0,0.87,0.43,0.16,370
2026-06-01T06:02:00Z,71.96,10.0,0.0,0.18,0.04,382
2026-06-01T06:02:30Z,63.08,13.2,1.33,0.27,0.22,368
2026-06-01T06:03:00Z,47.23,21.4,1.27,0.27,0.18,373
2026-06-01T06:03:30Z,68.47,30.1,0.51,0.17,0.23,347
2026-06-01T06:04:00Z,70.23,36.5,0.0,0.62,0.05,369
2026-06-01T06:04:30Z,70.04,17.8,0.0,0.68,0.03,361
2026-06-01T06:05:00Z,53.59,10.0,0.0,0.44,0.05,367
2026-06-01T06:05:30Z,76.93,10.0,0.0,0.33,0.18,379
2026-06-01T06:06:00Z,62.68,35.4,0.45,0.54,0.03,358
2026-06-01T06:06:30Z,74.29,33.4,0.07,0.35,0.3,374
2026-06-01T06:07:00Z,58.02,10.3,0.0,0.28,0.1,378
2026-06-01T06:07:30Z,65.43,10.0,0.0,0.61,0.19,386
2026-06-01T06:08:00Z,55.44,11.3,0.98,0.76,0.26,378
2026-06-01T06:08:30Z,76.03,10.0,1.5,0.17,0.04,389
2026-06-01T06:09:00Z,62.29,10.0,0.0,0.57,0.04,389
2026-06-01T06:09:30Z,57.53,31.7,1.5,0.4,0.03,372
2026-06-01T06:10:00Z,55.14,17.3,0.45,0.72,0.29,358
2026-06-01T06:10:30Z,63.11,11.3,0.0,0.39,0.09,353
2026-06-01T06:11:00Z,65.63,13.8,0.96,0.11,0.2,364
2026-06-01T06:11:30Z,73.24,28.0,0.0,0.79,0.26,337
2026-06-01T06:12:00Z,65.51,28.0,0.0,0.26,0.19,352
2026-06-01T06:12:30Z,77.0,11.4,0.0,0.31,0.29,354
2026-06-01T06:13:00Z,69.77,50.8,0.13,0.18,0.24,398
2026-06-01T06:13:30Z,64.76,36.1,0.0,0.15,0.2,371
2026-06-01T06:14:00Z,69.24,22.5,0.0,0.01,0.13,355
2026-06-01T06:14:30Z,71.61,11.7,0.87,0.01,0.1,369
