timestamp,memory_usage_bytes,memory_limit_bytes,cpu_usage_percent,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,jvm_gc_pause_ms_avg,container_restart_count
2026-06-01T05:48:00Z,374756777,2147483648,14.57,45.24,75.1,1.18,27.7,0
2026-06-01T05:48:30Z,376850778,2147483648,26.83,37.86,30.0,0.04,47.9,0
2026-06-01T05:49:00Z,378944465,2147483648,30.36,43.49,96.3,0.0,54.1,0
2026-06-01T05:49:30Z,391320843,2147483648,23.79,38.78,46.1,0.0,36.6,0
2026-06-01T05:50:00Z,366108519,2147483648,17.1,40.82,30.0,0.0,57.2,0
2026-06-01T05:50:30Z,435724178,2147483648,23.02,45.15,33.8,0.0,48.8,0
2026-06-01T05:51:00Z,445702808,2147483648,27.46,35.17,39.7,0.0,98.5,0
2026-06-01T05:51:30Z,315332327,2147483648,23.16,37.76,40.7,0.84,30.7,0
2026-06-01T05:52:00Z,394167153,2147483648,25.52,48.22,48.2,0.0,54.9,0
2026-06-01T05:52:30Z,370483231,2147483648,6.82,39.15,71.0,0.0,27.3,0
2026-06-01T05:53:00Z,305665302,2147483648,19.49,37.47,71.6,0.0,38.1,0
2026-06-01T05:53:30Z,412783844,2147483648,31.46,40.23,31.7,0.0,37.0,0
2026-06-01T05:54:00Z,378330745,2147483648,28.49,32.68,30.0,2.0,56.1,0
2026-06-01T05:54:30Z,388410988,2147483648,24.03,37.98,36.8,0.0,18.4,0
2026-06-01T05:55:00Z,380341685,2147483648,19.99,32.22,30.0,0.0,46.6,0
2026-06-01T05:55:30Z,442788479,2147483648,38.89,39.36,86.9,0.0,20.2,0
2026-06-01T05:56:00Z,449725160,2147483648,34.97,45.7,50.4,1.35,21.1,0
2026-06-01T05:56:30Z,417652970,2147483648,13.85,55.56,42.5,0.25,45.5,0
2026-06-01T05:57:00Z,433847205,2147483648,23.87,48.2,56.6,1.0,45.2,0
2026-06-01T05:57:30Z,407283411,2147483648,18.98,33.9,42.3,0.0,21.7,0
2026-06-01T05:58:00Z,417759611,2147483648,20.16,42.68,112.6,0.68,51.5,0
2026-06-01T05:58:30Z,388532488,2147483648,15.55,39.38,33.1,0.0,47.8,0
2026-06-01T05:59:00Z,417346704,2147483648,25.7,44.72,30.0,0.86,41.5,0
2026-06-01T05:59:30Z,392805021,2147483648,46.0,42.2,43.6,0.0,38.0,0
2026-06-01T06:00:00Z,432486318,2147483648,27.73,39.1,55.8,0.0,62.3,0
2026-06-01T06:00:30Z,450033903,2147483648,13.9,42.91,30.0,0.28,98.8,0
2026-06-01T06:01:00Z,433609590,2147483648,27.77,39.87,35.6,1.28,33.4,0
2026-06-01T06:01:30Z,465811138,2147483648,13.12,43.97,30.0,0.0,71.7,0
2026-06-01T06:02:00Z,520165346,2147483648,24.14,42.91,68.3,1.72,58.6,0
2026-06-01T06:02:30Z,353912756,2147483648,28.27,42.43,97.9,0.0,63.0,0
2026-06-01T06:03:00Z,429751346,2147483648,31.83,30.33,39.9,1.39,47.1,0
2026-06-01T06:03:30Z,410991848,2147483648,22.78,45.14,31.4,0.0,31.8,0
2026-06-01T06:04:00Z,416526730,2147483648,28.8,38.32,68.3,0.0,33.3,0
2026-06-01T06:04:30Z,386581383,2147483648,18.38,35.85,42.0,0.53,71.9,0
2026-06-01T06:05:00Z,437552619,2147483648,20.03,52.01,97.0,0.0,34.3,0
2026-06-01T06:05:30Z,428259555,2147483648,32.35,48.66,48.8,1.0,64.9,0
2026-06-01T06:06:00Z,416725094,2147483648,13.51,38.9,31.6,0.0,21.5,0
2026-06-01T06:06:30Z,431530419,2147483648,14.01,42.56,75.0,0.0,40.7,0
2026-06-01T06:07:00Z,421230930,2147483648,34.1,42.94,41.6,1.0,27.6,0
2026-06-01T06:07:30Z,361504492,2147483648,36.76,35.86,67.7,0.0,71.5,0
2026-06-01T06:08:00Z,482729370,2147483648,9.71,38.83,79.8,0.78,76.9,0
2026-06-01T06:08:30Z,435894272,2147483648,31.85,40.75,30.0,0.0,46.2,0
2026-06-01T06:09:00Z,414755705,2147483648,29.79,48.29,97.4,0.0,15.6,0
2026-06-01T06:09:30Z,460175056,2147483648,18.14,38.32,52.3,1.45,32.5,0
2026-06-01T06:10:00Z,427702336,2147483648,17.06,40.24,30.0,0.0,48.4,0
2026-06-01T06:10:30Z,376213254,2147483648,24.1,48.71,30.5,0.0,39.1,0
2026-06-01T06:11:00Z,484737708,2147483648,24.74,34.61,69.1,0.0,71.2,0
2026-06-01T06:11:30Z,396380779,2147483648,25.24,52.6,74.2,0.85,32.6,0
2026-06-01T06:12:00Z,448766402,2147483648,12.58,51.92,50.3,0.12,32.0,0
2026-06-01T06:12:30Z,461935826,2147483648,29.66,35.14,39.8,0.0,59.0,0
2026-06-01T06:13:00Z,506262205,2147483648,16.22,48.49,30.0,0.65,36.5,0
2026-06-01T06:13:30Z,501942261,2147483648,31.58,36.2,91.7,1.34,59.5,0
2026-06-01T06:14:00Z,467329640,2147483648,28.77,41.33,64.4,2.0,54.0,0
2026-06-01T06:14:30Z,436019220,2147483648,31.58,47.02,34.5,0.0,39.8,0
2026-06-01T06:15:00Z,449361311,2147483648,20.72,37.72,114.7,0.0,46.3,0
2026-06-01T06:15:30Z,503136568,2147483648,21.68,42.4,74.3,2.0,75.3,0
2026-06-01T06:16:00Z,528710756,2147483648,19.91,42.12,86.2,0.0,30.0,0
2026-06-01T06:16:30Z,486303609,2147483648,36.12,35.76,61.2,2.0,65.6,0
2026-06-01T06:17:00Z,445754638,2147483648,16.93,38.17,53.6,0.0,16.9,0
2026-06-01T06:17:30Z,505371899,2147483648,14.26,40.55,30.0,0.0,46.6,0
2026-06-01T06:18:00Z,457195945,2147483648,21.25,39.55,57.9,0.0,55.0,0
2026-06-01T06:18:30Z,457005209,2147483648,26.75,47.9,46.0,0.0,41.2,0
2026-06-01T06:19:00Z,462431086,2147483648,17.03,55.29,88.0,1.23,38.1,0
2026-06-01T06:19:30Z,493729095,2147483648,24.55,43.18,39.7,2.0,82.5,0
2026-06-01T06:20:00Z,483550627,2147483648,14.72,41.61,101.8,1.06,47.7,0
2026-06-01T06:20:30Z,509468841,2147483648,18.92,34.31,83.0,0.0,30.7,0
2026-06-01T06:21:00Z,520861448,2147483648,15.16,43.64,37.7,2.0,62.1,0
2026-06-01T06:21:30Z,494179751,2147483648,35.32,40.67,30.0,0.0,65.7,0
2026-06-01T06:22:00Z,395276487,2147483648,28.38,34.82,43.7,0.0,35.5,0
2026-06-01T06:22:30Z,418174960,2147483648,24.11,31.96,30.0,0.0,79.9,0
2026-06-01T06:23:00Z,483716792,2147483648,12.52,47.81,82.1,0.79,44.0,0
2026-06-01T06:23:30Z,476471512,2147483648,20.84,39.79,64.8,0.0,35.1,0
2026-06-01T06:24:00Z,554837565,2147483648,25.1,57.13,30.0,0.0,27.8,0
2026-06-01T06:24:30Z,478696629,2147483648,12.6,46.96,77.9,0.23,42.3,0
2026-06-01T06:25:00Z,474859850,2147483648,14.75,46.45,49.4,0.74,65.1,0
2026-06-01T06:25:30Z,513642709,2147483648,18.06,32.37,78.3,1.88,50.8,0
2026-06-01T06:26:00Z,518225295,2147483648,22.85,35.02,39.2,1.29,54.6,0
2026-06-01T06:26:30Z,473052094,2147483648,27.57,44.69,85.8,0.78,35.8,0
2026-06-01T06:27:00Z,498132450,2147483648,15.57,42.35,65.3,1.64,28.8,0
2026-06-01T06:27:30Z,442132583,2147483648,27.2,53.41,67.5,2.0,59.2,0
2026-06-01T06:28:00Z,448989995,2147483648,25.92,33.87,50.7,0.0,31.6,0
2026-06-01T06:28:30Z,525308575,2147483648,29.83,41.76,79.9,2.0,87.3,0
2026-06-01T06:29:00Z,433008991,2147483648,14.59,43.18,75.1,0.0,52.9,0
2026-06-01T06:29:30Z,514604342,2147483648,21.67,42.22,30.0,0.0,31.6,0
2026-06-01T06:30:00Z,506071053,2147483648,34.05,48.95,94.6,2.0,7.2,0
2026-06-01T06:30:30Z,509584843,2147483648,28.52,51.62,83.6,1.34,42.3,0
2026-06-01T06:31:00Z,514847860,2147483648,20.83,49.98,35.6,0.69,57.8,0
2026-06-01T06:31:30Z,502846250,2147483648,31.94,38.65,70.3,0.44,22.3,0
2026-06-01T06:32:00Z,408329287,2147483648,19.13,30.27,36.1,0.0,65.5,0
2026-06-01T06:32:30Z,448253483,2147483648,14.87,47.6,70.6,0.0,65.4,0
2026-06-01T06:33:00Z,462444529,2147483648,33.17,38.13,51.6,0.0,82.5,0
2026-06-01T06:33:30Z,515550235,2147483648,23.27,47.58,70.4,0.0,48.3,0
2026-06-01T06:34:00Z,444057020,2147483648,39.54,42.02,38.3,0.0,63.6,0
2026-06-01T06:34:30Z,458815387,2147483648,23.72,43.96,74.9,0.58,19.8,0
2026-06-01T06:35:00Z,470702875,2147483648,25.89,50.04,99.2,0.69,75.8,0
2026-06-01T06:35:30Z,529349341,2147483648,28.44,50.05,42.5,0.0,47.2,0
2026-06-01T06:36:00Z,432668973,2147483648,21.79,39.51,35.9,0.0,24.3,0
2026-06-01T06:36:30Z,435508868,2147483648,22.12,35.84,30.0,0.98,53.0,0
2026-06-01T06:37:00Z,504596981,2147483648,20.67,49.91,38.3,0.0,36.3,0
2026-06-01T06:37:30Z,407962546,2147483648,25.41,38.86,72.2,0.0,44.8,0
2026-06-01T06:38:00Z,493645095,2147483648,22.29,44.98,33.4,0.35,30.3,0
2026-06-01T06:38:30Z,465764891,2147483648,26.06,36.43,30.0,0.47,74.4,0
2026-06-01T06:39:00Z,426054561,2147483648,12.25,43.33,30.0,0.86,58.4,0
2026-06-01T06:39:30Z,466091480,2147483648,29.65,41.18,60.3,0.0,52.6,0
2026-06-01T06:40:00Z,445241410,2147483648,15.84,47.11,34.4,1.26,82.7,0
2026-06-01T06:40:30Z,485666554,2147483648,21.94,51.16,30.0,0.0,43.0,0
2026-06-01T06:41:00Z,491968979,2147483648,21.2,45.94,76.3,0.0,80.8,0
2026-06-01T06:41:30Z,530753818,2147483648,22.3,43.9,58.5,0.76,41.1,0
2026-06-01T06:42:00Z,477562101,2147483648,31.28,44.94,30.0,1.43,80.2,0
2026-06-01T06:42:30Z,480863495,2147483648,29.56,38.16,39.7,1.67,5.5,0
2026-06-01T06:43:00Z,456438574,2147483648,30.1,40.99,55.2,0.81,43.8,0
2026-06-01T06:43:30Z,475084043,2147483648,21.08,52.12,37.4,1.52,39.2,0
2026-06-01T06:44:00Z,511881392,2147483648,24.29,41.56,53.6,2.0,50.5,0
2026-06-01T06:44:30Z,406947245,2147483648,20.27,38.2,78.4,0.09,26.0,0
2026-06-01T06:45:00Z,496587518,2147483648,18.05,43.14,74.7,0.08,36.1,0
2026-06-01T06:45:30Z,453927038,2147483648,22.97,42.07,30.0,0.0,41.6,0
2026-06-01T06:46:00Z,474354931,2147483648,16.11,42.57,30.0,0.0,63.8,0
2026-06-01T06:46:30Z,482227032,2147483648,21.19,47.34,30.0,0.86,75.3,0
2026-06-01T06:47:00Z,499674946,2147483648,12.19,41.88,36.7,0.0,58.9,0
2026-06-01T06:47:30Z,477274815,2147483648,38.84,44.45,64.8,0.0,85.2,0
2026-06-01T06:48:00Z,454193149,2147483648,25.62,40.46,38.8,0.0,12.9,0
2026-06-01T06:48:30Z,477815266,2147483648,19.0,50.08,30.0,1.7,40.3,0
2026-06-01T06:49:00Z,466272059,2147483648,30.78,46.38,30.0,0.25,58.2,0
2026-06-01T06:49:30Z,457626057,2147483648,18.33,56.03,95.7,0.0,24.1,0
2026-06-01T06:50:00Z,470868243,2147483648,20.56,46.96,88.5,0.0,66.3,0
2026-06-01T06:50:30Z,493146354,2147483648,29.77,38.91,34.9,0.26,66.3,0
2026-06-01T06:51:00Z,466275048,2147483648,31.43,37.38,41.3,0.31,53.3,0
2026-06-01T06:51:30Z,465717664,2147483648,16.96,42.31,38.0,0.03,17.3,0
2026-06-01T06:52:00Z,414037626,2147483648,17.34,46.21,30.0,0.0,79.0,0
2026-06-01T06:52:30Z,453461810,2147483648,21.69,45.04,48.1,0.0,30.0,0
2026-06-01T06:53:00Z,391666802,2147483648,38.67,43.53,30.0,0.0,46.2,0
2026-06-01T06:53:30Z,480672547,2147483648,25.53,47.35,41.3,2.0,22.6,0
2026-06-01T06:54:00Z,421358661,2147483648,19.55,47.78,64.1,0.0,49.8,0
2026-06-01T06:54:30Z,498317938,2147483648,19.11,50.23,36.7,0.3,75.6,0
2026-06-01T06:55:00Z,556484678,2147483648,39.96,54.82,53.7,1.81,20.1,0
2026-06-01T06:55:30Z,436529042,2147483648,32.51,38.61,63.0,0.09,55.0,0
2026-06-01T06:56:00Z,495688641,2147483648,12.14,41.94,41.2,0.0,63.8,0
2026-06-01T06:56:30Z,461982153,2147483648,19.81,47.85,52.8,0.96,20.2,0
2026-06-01T06:57:00Z,427058382,2147483648,16.18,43.16,75.6,0.0,39.2,0
2026-06-01T06:57:30Z,415797044,2147483648,15.63,38.23,59.1,0.54,5.3,0
2026-06-01T06:58:00Z,463595273,2147483648,19.52,51.63,43.3,0.0,30.9,0
2026-06-01T06:58:30Z,491425946,2147483648,17.17,41.4,59.3,0.0,32.7,0
2026-06-01T06:59:00Z,453663356,2147483648,19.48,38.16,46.1,2.0,18.5,0
2026-06-01T06:59:30Z,387041460,2147483648,31.09,48.39,30.0,0.0,19.3,0
2026-06-01T07:00:00Z,402151907,2147483648,29.72,54.32,59.3,0.42,38.6,0
2026-06-01T07:00:30Z,429324989,2147483648,31.81,45.66,34.5,0.0,58.9,0
2026-06-01T07:01:00Z,483479137,2147483648,28.28,32.8,32.6,0.0,38.7,0
2026-06-01T07:01:30Z,444574337,2147483648,15.18,47.81,44.4,0.0,54.7,0
2026-06-01T07:02:00Z,444788837,2147483648,39.47,53.03,69.4,0.0,33.4,0
2026-06-01T07:02:30Z,474386674,2147483648,47.01,58.79,58.4,2.0,23.2,0
2026-06-01T07:03:00Z,423548204,2147483648,26.0,57.68,56.1,0.0,70.4,0
2026-06-01T07:03:30Z,426286732,2147483648,29.53,54.02,30.0,0.0,43.5,0
2026-06-01T07:04:00Z,421745084,2147483648,29.61,44.56,38.0,0.0,45.0,0
2026-06-01T07:04:30Z,364595347,2147483648,2.0,46.75,57.9,1.11,51.5,0
2026-06-01T07:05:00Z,441881362,2147483648,31.29,48.56,30.0,0.61,61.8,0
2026-06-01T07:05:30Z,438661757,2147483648,31.55,46.06,30.0,0.0,52.3,0
2026-06-01T07:06:00Z,457169926,2147483648,12.31,47.67,30.0,0.0,66.2,0
2026-06-01T07:06:30Z,380178196,2147483648,26.25,49.62,52.4,0.05,46.5,0
2026-06-01T07:07:00Z,392009354,2147483648,36.5,45.76,46.4,2.0,51.5,0
2026-06-01T07:07:30Z,452061212,2147483648,28.11,43.94,40.0,0.0,59.9,0
2026-06-01T07:08:00Z,429468649,2147483648,16.16,47.17,77.5,0.43,64.0,0
2026-06-01T07:08:30Z,465111642,2147483648,22.51,47.55,33.6,0.0,66.3,0
2026-06-01T07:09:00Z,385622428,2147483648,23.49,42.58,30.0,0.0,12.0,0
2026-06-01T07:09:30Z,421719050,2147483648,24.79,42.31,30.0,0.63,1.0,0
2026-06-01T07:10:00Z,389913999,2147483648,14.32,47.34,48.4,0.27,14.6,0
2026-06-01T07:10:30Z,423319797,2147483648,25.1,41.03,74.3,2.0,56.9,0
2026-06-01T07:11:00Z,394428915,2147483648,31.42,53.65,30.0,1.59,50.3,0
2026-06-01T07:11:30Z,429114867,2147483648,11.46,49.66,30.0,0.62,33.1,0
2026-06-01T07:12:00Z,447178709,2147483648,28.14,55.96,76.2,0.87,39.6,0
2026-06-01T07:12:30Z,431965747,2147483648,25.32,43.56,30.0,0.35,38.5,0
2026-06-01T07:13:00Z,344068274,2147483648,20.87,46.34,30.0,1.47,53.2,0
2026-06-01T07:13:30Z,439325647,2147483648,36.29,39.55,43.0,0.23,56.3,0
2026-06-01T07:14:00Z,421157185,2147483648,44.7,43.72,84.3,0.0,5.6,0
2026-06-01T07:14:30Z,368098028,2147483648,8.97,49.46,32.2,0.3,35.3,0
2026-06-01T07:15:00Z,372742160,2147483648,25.75,50.43,30.0,2.0,41.0,0
2026-06-01T07:15:30Z,403205423,2147483648,30.52,39.62,38.2,1.27,41.4,0
2026-06-01T07:16:00Z,422190205,2147483648,24.63,42.14,51.4,0.0,65.0,0
2026-06-01T07:16:30Z,385576178,2147483648,19.44,46.92,68.2,2.0,39.8,0
2026-06-01T07:17:00Z,343829622,2147483648,36.76,45.67,65.1,0.0,56.2,0
2026-06-01T07:17:30Z,409773128,2147483648,16.86,50.14,94.6,0.23,38.7,0
2026-06-01T07:18:00Z,405195700,2147483648,22.94,43.88,58.4,0.0,10.8,0
2026-06-01T07:18:30Z,484061469,2147483648,21.18,46.99,33.9,1.66,61.0,0
2026-06-01T07:19:00Z,352927198,2147483648,32.19,40.11,46.1,1.96,23.1,0
2026-06-01T07:19:30Z,485799164,2147483648,8.94,55.26,56.8,2.0,41.3,0
2026-06-01T07:20:00Z,458010361,2147483648,23.64,49.64,51.4,0.0,49.4,0
2026-06-01T07:20:30Z,407070302,2147483648,20.57,50.62,45.5,1.12,17.5,0
2026-06-01T07:21:00Z,454078566,2147483648,28.61,51.64,30.0,0.72,47.8,0
2026-06-01T07:21:30Z,398985273,2147483648,28.97,49.65,30.0,0.59,46.7,0
2026-06-01T07:22:00Z,429460417,2147483648,29.65,52.35,53.8,0.87,31.4,0
2026-06-01T07:22:30Z,369224156,2147483648,28.39,54.71,58.6,1.12,40.1,0
2026-06-01T07:23:00Z,397405071,2147483648,15.52,51.42,30.0,0.0,49.7,0
2026-06-01T07:23:30Z,358854744,2147483648,22.29,54.58,93.2,0.0,41.2,0
2026-06-01T07:24:00Z,339014679,2147483648,18.95,57.04,91.6,0.0,22.9,0
2026-06-01T07:24:30Z,384479633,2147483648,24.37,47.03,58.2,0.73,56.0,0
2026-06-01T07:25:00Z,370799401,2147483648,25.54,56.56,40.1,0.0,1.0,0
2026-06-01T07:25:30Z,413823699,2147483648,24.12,41.23,112.0,0.0,57.9,0
2026-06-01T07:26:00Z,438209915,2147483648,29.91,49.82,76.0,1.37,53.3,0
2026-06-01T07:26:30Z,387810110,2147483648,12.75,51.05,30.0,1.99,43.9,0
2026-06-01T07:27:00Z,395834175,2147483648,16.94,54.41,90.0,1.58,12.4,0
2026-06-01T07:27:30Z,400432396,2147483648,29.42,49.58,65.6,0.0,72.4,0
2026-06-01T07:28:00Z,335252749,2147483648,26.3,49.31,59.9,0.0,34.7,0
2026-06-01T07:28:30Z,403568775,2147483648,24.83,47.47,78.8,0.0,26.4,0
2026-06-01T07:29:00Z,394760493,2147483648,25.93,51.37,30.0,0.0,55.3,0
2026-06-01T07:29:30Z,392997269,2147483648,23.72,53.56,80.1,0.0,53.8,0
2026-06-01T07:30:00Z,356403899,2147483648,6.04,47.4,50.0,0.0,24.3,0
2026-06-01T07:30:30Z,325892790,2147483648,34.56,57.99,35.2,1.33,27.5,0
2026-06-01T07:31:00Z,386884153,2147483648,17.11,48.76,74.0,0.0,66.9,0
2026-06-01T07:31:30Z,407136483,2147483648,41.56,54.13,44.6,0.0,27.4,0
2026-06-01T07:32:00Z,443473671,2147483648,27.0,50.38,61.6,0.36,50.9,0
2026-06-01T07:32:30Z,436646474,2147483648,27.97,46.0,70.2,0.19,25.7,0
2026-06-01T07:33:00Z,448547784,2147483648,16.95,43.62,44.9,0.32,34.4,0
2026-06-01T07:33:30Z,411158891,2147483648,34.03,47.85,73.2,0.57,68.9,0
2026-06-01T07:34:00Z,439317798,2147483648,27.39,43.08,51.1,0.0,54.8,0
2026-06-01T07:34:30Z,392325064,2147483648,22.28,48.98,58.9,0.0,71.7,0
2026-06-01T07:35:00Z,422256052,2147483648,27.33,50.39,37.0,0.11,30.5,0
2026-06-01T07:35:30Z,433641479,2147483648,30.56,51.29,77.7,1.42,58.6,0
2026-06-01T07:36:00Z,495962767,2147483648,32.71,47.45,57.6,0.0,64.5,0
2026-06-01T07:36:30Z,411177900,2147483648,13.48,43.19,58.4,0.0,81.6,0
2026-06-01T07:37:00Z,359035981,2147483648,21.8,49.65,78.9,0.0,60.9,0
2026-06-01T07:37:30Z,452726910,2147483648,33.46,51.99,63.6,2.0,45.6,0
2026-06-01T07:38:00Z,377780964,2147483648,30.14,53.3,40.6,0.0,51.3,0
2026-06-01T07:38:30Z,404362292,2147483648,28.21,51.75,43.6,0.0,27.4,0
2026-06-01T07:39:00Z,397236962,2147483648,22.32,43.66,60.4,1.59,32.8,0
2026-06-01T07:39:30Z,376849898,2147483648,22.13,47.07,77.5,0.0,40.0,0
2026-06-01T07:40:00Z,456463212,2147483648,30.7,51.47,68.9,0.0,1.0,0
2026-06-01T07:40:30Z,431770447,2147483648,21.04,50.39,60.9,2.0,41.1,0
2026-06-01T07:41:00Z,390686320,2147483648,19.34,47.62,74.4,0.79,28.2,0
2026-06-01T07:41:30Z,415769128,2147483648,24.75,47.94,42.2,0.11,50.1,0
2026-06-01T07:42:00Z,399449624,2147483648,35.59,48.42,30.0,0.0,72.3,0
2026-06-01T07:42:30Z,437450199,2147483648,20.69,55.36,66.1,0.0,72.8,0
2026-06-01T07:43:00Z,404008545,2147483648,29.28,44.68,30.0,0.0,42.1,0
2026-06-01T07:43:30Z,391815522,2147483648,20.95,60.87,54.1,0.0,30.2,0
2026-06-01T07:44:00Z,397486467,2147483648,15.95,51.27,30.0,2.0,42.7,0
2026-06-01T07:44:30Z,406185381,2147483648,28.03,56.62,52.3,0.0,15.4,0
2026-06-01T07:45:00Z,433072419,2147483648,12.31,52.8,30.0,0.0,31.6,0
2026-06-01T07:45:30Z,392283734,2147483648,21.19,59.93,30.0,0.0,50.3,0
2026-06-01T07:46:00Z,422845902,2147483648,18.92,51.7,39.0,0.06,44.0,0
2026-06-01T07:46:30Z,443057506,2147483648,30.05,34.86,82.7,0.0,63.7,0
2026-06-01T07:47:00Z,510923133,2147483648,18.16,47.39,31.2,0.0,58.5,0
2026-06-01T07:47:30Z,460700562,2147483648,16.69,59.65,50.7,0.0,43.8,0
2026-06-01T07:48:00Z,327939910,2147483648,14.39,45.93,30.0,0.0,19.5,0
2026-06-01T07:48:30Z,416149088,2147483648,24.51,45.28,35.6,2.0,50.8,0
2026-06-01T07:49:00Z,421833849,2147483648,34.64,39.51,30.0,0.0,66.1,0
2026-06-01T07:49:30Z,448652687,2147483648,35.94,53.98,34.7,2.0,60.7,0
2026-06-01T07:50:00Z,494103204,2147483648,26.69,61.95,33.4,0.0,51.9,0
2026-06-01T07:50:30Z,466904390,2147483648,22.27,47.74,37.2,0.67,61.1,0
2026-06-01T07:51:00Z,362107536,2147483648,32.98,44.11,56.6,2.0,38.6,0
2026-06-01T07:51:30Z,455250801,2147483648,26.53,56.19,40.0,2.0,55.7,0
2026-06-01T07:52:00Z,450104571,2147483648,34.84,52.18,64.0,0.0,51.6,0
2026-06-01T07:52:30Z,462610031,2147483648,32.65,46.48,59.5,0.79,35.0,0
2026-06-01T07:53:00Z,497565888,2147483648,32.38,45.5,30.0,0.0,53.1,0
2026-06-01T07:53:30Z,413690931,2147483648,26.74,54.69,88.6,0.0,51.7,0
2026-06-01T07:54:00Z,492357843,2147483648,33.76,49.91,56.0,0.0,47.4,0
2026-06-01T07:54:30Z,397758131,2147483648,24.88,46.12,61.9,0.0,57.9,0
2026-06-01T07:55:00Z,459327375,2147483648,26.37,45.45,50.3,0.0,34.4,0
2026-06-01T07:55:30Z,472785877,2147483648,13.52,48.38,73.6,0.31,55.7,0
2026-06-01T07:56:00Z,541350051,2147483648,24.3,40.07,37.6,1.55,30.3,0
2026-06-01T07:56:30Z,438745253,2147483648,34.07,56.99,52.6,1.39,44.8,0
2026-06-01T07:57:00Z,405982376,2147483648,25.34,51.28,30.0,1.11,31.4,0
2026-06-01T07:57:30Z,491269517,2147483648,12.88,54.95,63.2,0.0,19.6,0
2026-06-01T07:58:00Z,446032690,2147483648,28.51,52.81,50.7,0.0,37.3,0
2026-06-01T07:58:30Z,525869823,2147483648,35.08,50.19,55.3,0.0,31.0,0
2026-06-01T07:59:00Z,448317477,2147483648,27.62,56.81,77.3,1.72,9.5,0
2026-06-01T07:59:30Z,444360789,2147483648,16.52,44.43,65.8,0.18,23.4,0
2026-06-01T08:00:00Z,520589612,2147483648,37.27,42.72,72.0,0.0,55.7,0
2026-06-01T08:00:30Z,481989176,2147483648,32.06,49.47,59.5,0.0,62.3,0
2026-06-01T08:01:00Z,515992324,2147483648,37.61,48.07,30.0,0.0,67.1,0
2026-06-01T08:01:30Z,432870897,2147483648,24.83,65.53,30.0,0.89,51.6,0
2026-06-01T08:02:00Z,542676683,2147483648,31.19,50.1,35.8,1.01,43.0,0
2026-06-01T08:02:30Z,466232536,2147483648,22.47,52.05,77.5,1.44,40.3,0
2026-06-01T08:03:00Z,517474708,2147483648,23.26,51.82,83.4,0.0,95.2,0
2026-06-01T08:03:30Z,455564625,2147483648,15.3,57.95,30.0,0.0,38.3,0
2026-06-01T08:04:00Z,438398807,2147483648,21.42,51.74,30.0,0.0,39.4,0
2026-06-01T08:04:30Z,485610548,2147483648,21.44,56.52,59.4,0.59,28.9,0
2026-06-01T08:05:00Z,502621938,2147483648,24.79,53.13,80.9,0.0,17.7,0
2026-06-01T08:05:30Z,553603668,2147483648,31.69,55.89,64.5,2.0,72.5,0
2026-06-01T08:06:00Z,512565635,2147483648,27.39,53.51,31.3,0.0,53.8,0
2026-06-01T08:06:30Z,527236665,2147483648,16.15,51.19,60.9,0.66,60.5,0
2026-06-01T08:07:00Z,527120984,2147483648,29.96,54.2,40.0,0.0,12.8,0
2026-06-01T08:07:30Z,614764092,2147483648,19.63,58.44,45.7,1.0,76.8,0
2026-06-01T08:08:00Z,479106973,2147483648,29.91,55.17,34.5,0.0,80.7,0
2026-06-01T08:08:30Z,553488259,2147483648,28.46,48.91,40.5,0.0,17.0,0
2026-06-01T08:09:00Z,506131014,2147483648,32.78,56.97,41.8,0.0,36.5,0
2026-06-01T08:09:30Z,522259894,2147483648,24.1,48.81,44.4,0.0,63.5,0
2026-06-01T08:10:00Z,495753318,2147483648,20.55,50.25,50.3,0.0,84.4,0
2026-06-01T08:10:30Z,557309412,2147483648,37.71,53.66,77.0,0.0,77.9,0
2026-06-01T08:11:00Z,474417965,2147483648,11.26,55.31,30.0,0.0,46.6,0
2026-06-01T08:11:30Z,473747870,2147483648,23.41,56.64,32.3,2.0,36.8,0
2026-06-01T08:12:00Z,514418709,2147483648,35.42,56.44,32.1,0.0,36.8,0
2026-06-01T08:12:30Z,482800973,2147483648,26.69,48.84,69.4,0.86,82.9,0
2026-06-01T08:13:00Z,549560571,2147483648,25.28,57.52,39.7,0.07,61.0,0
2026-06-01T08:13:30Z,558798517,2147483648,17.33,52.9,38.6,0.0,79.5,0
2026-06-01T08:14:00Z,501735639,2147483648,22.02,47.63,30.0,1.15,41.0,0
2026-06-01T08:14:30Z,557054245,2147483648,33.06,57.63,78.1,0.0,60.4,0
2026-06-01T08:15:00Z,507948224,2147483648,29.34,55.16,40.0,0.66,65.9,0
2026-06-01T08:15:30Z,531040979,2147483648,25.26,56.45,72.9,0.0,83.9,0
2026-06-01T08:16:00Z,534263771,2147483648,32.72,51.63,43.4,0.0,70.3,0
2026-06-01T08:16:30Z,601108975,2147483648,16.13,60.18,66.3,2.0,93.7,0
2026-06-01T08:17:00Z,536791338,2147483648,23.14,57.98,30.0,0.0,57.6,0
2026-06-01T08:17:30Z,506227339,2147483648,22.87,66.85,33.1,0.0,43.0,0
2026-06-01T08:18:00Z,507337330,2147483648,26.84,64.31,35.1,0.17,22.8,0
2026-06-01T08:18:30Z,582721969,2147483648,31.89,53.82,83.7,0.0,68.7,0
