timestamp,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,upstream_timeout_rate
2026-06-01T03:44:00Z,20.66,38.2,0.73,0.12
2026-06-01T03:44:30Z,16.59,65.1,0.2,0.25
2026-06-01T03:45:00Z,20.47,47.2,0.49,0.18
2026-06-01T03:45:30Z,17.75,40.2,0.63,0.35
2026-06-01T03:46:00Z,26.88,43.8,0.67,0.34
2026-06-01T03:46:30Z,19.24,57.8,0.77,0.6
2026-06-01T03:47:00Z,16.95,38.1,0.04,0.93
2026-06-01T03:47:30Z,14.78,51.9,0.76,0.47
2026-06-01T03:48:00Z,29.08,20.0,0.35,0.66
2026-06-01T03:48:30Z,20.23,44.6,0.05,0.21
2026-06-01T03:49:00Z,13.82,20.0,0.75,0.74
2026-06-01T03:49:30Z,18.68,32.9,0.74,0.65
2026-06-01T03:50:00Z,11.22,51.9,0.72,0.19
2026-06-01T03:50:30Z,19.39,28.3,0.68,0.3
2026-06-01T03:51:00Z,24.48,80.2,0.26,0.99
2026-06-01T03:51:30Z,18.53,20.0,0.12,0.56
2026-06-01T03:52:00Z,13.65,49.8,0.42,0.94
2026-06-01T03:52:30Z,16.83,34.8,0.48,0.86
2026-06-01T03:53:00Z,19.93,90.7,0.06,0.11
2026-06-01T03:53:30Z,22.99,39.8,0.54,0.05
2026-06-01T03:54:00Z,20.27,38.6,0.2,0.92
2026-06-01T03:54:30Z,20.71,20.0,0.31,0.59
2026-06-01T03:55:00Z,9.59,20.0,0.76,0.8
2026-06-01T03:55:30Z,25.02,58.8,0.08,0.44
2026-06-01T03:56:00Z,21.26,70.3,0.15,0.52
2026-06-01T03:56:30Z,19.52,32.0,0.71,0.53
2026-06-01T03:57:00Z,25.37,42.0,0.77,0.92
2026-06-01T03:57:30Z,18.08,56.0,0.18,0.92
2026-06-01T03:58:00Z,15.46,46.0,0.59,0.42
2026-06-01T03:58:30Z,20.7,67.1,0.8,0.84
2026-06-01T03:59:00Z,20.49,46.9,0.13,0.1
2026-06-01T03:59:30Z,17.97,58.8,0.62,0.28
2026-06-01T04:00:00Z,17.65,20.0,0.78,0.32
2026-06-01T04:00:30Z,13.7,20.0,0.49,0.2
2026-06-01T04:01:00Z,11.49,32.5,0.34,0.45
2026-06-01T04:01:30Z,18.22,36.1,0.33,0.89
2026-06-01T04:02:00Z,20.37,20.0,0.29,0.39
2026-06-01T04:02:30Z,20.39,46.9,0.21,0.34
2026-06-01T04:03:00Z,24.7,60.5,0.36,0.47
2026-06-01T04:03:30Z,20.17,43.5,0.15,0.94
2026-06-01T04:04:00Z,16.28,43.0,0.41,0.98
2026-06-01T04:04:30Z,22.43,38.7,0.13,0.79
2026-06-01T04:05:00Z,20.31,45.8,0.7,0.06
2026-06-01T04:05:30Z,13.3,54.5,0.06,0.7
2026-06-01T04:06:00Z,16.35,41.3,0.31,0.92
2026-06-01T04:06:30Z,18.93,60.0,0.45,0.62
2026-06-01T04:07:00Z,32.33,38.4,0.39,0.08
2026-06-01T04:07:30Z,17.28,36.5,0.36,0.56
2026-06-01T04:08:00Z,24.78,31.9,0.42,0.2
2026-06-01T04:08:30Z,24.2,48.8,0.21,0.32
2026-06-01T04:09:00Z,15.15,37.0,0.64,0.51
2026-06-01T04:09:30Z,18.22,82.5,0.14,0.25
2026-06-01T04:10:00Z,22.96,32.0,0.01,0.19
2026-06-01T04:10:30Z,21.41,32.6,0.27,0.84
2026-06-01T04:11:00Z,14.81,37.3,0.23,0.92
2026-06-01T04:11:30Z,18.38,43.4,0.77,0.11
2026-06-01T04:12:00Z,25.22,22.2,0.61,0.27
2026-06-01T04:12:30Z,22.57,20.0,0.79,0.5
2026-06-01T04:13:00Z,23.8,46.1,0.42,0.8
2026-06-01T04:13:30Z,16.81,37.1,0.01,0.26
2026-06-01T04:14:00Z,25.16,31.9,0.17,0.5
2026-06-01T04:14:30Z,16.22,41.7,0.6,0.62
2026-06-01T04:15:00Z,19.69,35.6,0.78,0.36
2026-06-01T04:15:30Z,24.96,28.4,0.74,0.23
2026-06-01T04:16:00Z,17.34,55.4,0.33,0.47
2026-06-01T04:16:30Z,18.34,40.7,0.57,0.49
2026-06-01T04:17:00Z,26.72,27.9,0.31,0.15
2026-06-01T04:17:30Z,24.71,37.4,0.42,0.25
2026-06-01T04:18:00Z,22.45,20.0,0.26,0.13
2026-06-01T04:18:30Z,21.19,20.0,0.57,0.26
2026-06-01T04:19:00Z,19.14,63.0,0.71,0.08
2026-06-01T04:19:30Z,19.4,20.0,0.48,0.57
2026-06-01T04:20:00Z,19.03,40.4,0.44,0.45
2026-06-01T04:20:30Z,9.51,60.7,0.63,0.99
2026-06-01T04:21:00Z,17.94,44.0,0.18,0.99
2026-06-01T04:21:30Z,19.21,43.1,0.41,0.47
2026-06-01T04:22:00Z,21.0,20.0,0.67,0.09
2026-06-01T04:22:30Z,21.85,52.7,0.5,0.14
2026-06-01T04:23:00Z,16.91,37.3,0.49,0.96
2026-06-01T04:23:30Z,18.97,29.9,0.11,0.87
2026-06-01T04:24:00Z,18.2,56.6,0.67,0.04
2026-06-01T04:24:30Z,24.17,57.1,0.2,0.38
2026-06-01T04:25:00Z,21.64,53.6,0.78,0.67
2026-06-01T04:25:30Z,20.17,20.0,0.41,0.71
2026-06-01T04:26:00Z,17.77,26.8,0.11,0.87
2026-06-01T04:26:30Z,14.6,36.2,0.27,0.67
2026-06-01T04:27:00Z,20.16,62.0,0.54,1.0
2026-06-01T04:27:30Z,18.26,20.0,0.52,0.56
2026-06-01T04:28:00Z,18.13,20.0,0.27,0.91
2026-06-01T04:28:30Z,19.01,20.0,0.68,0.93
2026-06-01T04:29:00Z,13.4,41.0,0.77,0.86
2026-06-01T04:29:30Z,25.06,32.5,0.5,0.37
2026-06-01T04:30:00Z,21.71,27.8,0.12,0.33
2026-06-01T04:30:30Z,16.2,35.5,0.47,0.1
2026-06-01T04:31:00Z,15.25,40.3,0.42,0.2
2026-06-01T04:31:30Z,21.24,45.4,0.36,0.61
2026-06-01T04:32:00Z,18.62,23.1,0.06,0.65
2026-06-01T04:32:30Z,22.5,47.8,0.32,0.26
2026-06-01T04:33:00Z,15.56,20.0,0.34,0.32
2026-06-01T04:33:30Z,15.77,56.8,0.31,0.34
2026-06-01T04:34:00Z,19.45,41.7,0.65,0.14
2026-06-01T04:34:30Z,18.21,37.0,0.0,0.85
2026-06-01T04:35:00Z,15.29,38.8,0.57,0.75
2026-06-01T04:35:30Z,23.45,34.5,0.54,0.99
2026-06-01T04:36:00Z,27.22,58.9,0.3,0.01
2026-06-01T04:36:30Z,11.53,20.3,0.18,0.15
2026-06-01T04:37:00Z,21.97,46.9,0.53,0.56
2026-06-01T04:37:30Z,14.46,44.8,0.19,0.61
2026-06-01T04:38:00Z,16.03,52.5,0.76,0.13
2026-06-01T04:38:30Z,22.3,20.0,0.59,0.71
2026-06-01T04:39:00Z,24.5,64.3,0.73,0.21
2026-06-01T04:39:30Z,17.13,36.0,0.57,0.33
2026-06-01T04:40:00Z,16.69,20.0,0.36,0.38
2026-06-01T04:40:30Z,20.75,70.3,0.33,0.82
2026-06-01T04:41:00Z,26.1,33.0,0.46,0.02
2026-06-01T04:41:30Z,17.58,36.1,0.57,0.48
2026-06-01T04:42:00Z,22.05,20.0,0.09,0.97
2026-06-01T04:42:30Z,22.2,27.2,0.51,0.1
2026-06-01T04:43:00Z,17.17,72.1,0.47,0.24
2026-06-01T04:43:30Z,20.15,51.9,0.02,0.77
2026-06-01T04:44:00Z,22.27,74.6,0.21,0.05
2026-06-01T04:44:30Z,18.91,44.8,0.1,0.19
2026-06-01T04:45:00Z,18.66,28.6,0.55,0.0
2026-06-01T04:45:30Z,20.61,20.0,0.05,0.34
2026-06-01T04:46:00Z,20.21,51.7,0.37,0.53
2026-06-01T04:46:30Z,24.98,58.7,0.39,0.07
2026-06-01T04:47:00Z,23.93,57.9,0.51,0.1
2026-06-01T04:47:30Z,16.45,30.6,0.1,0.67
2026-06-01T04:48:00Z,19.14,35.4,0.45,0.96
2026-06-01T04:48:30Z,29.74,61.6,0.48,0.12
2026-06-01T04:49:00Z,22.17,50.3,0.72,0.81
2026-06-01T04:49:30Z,20.61,20.0,0.27,0.24
2026-06-01T04:50:00Z,25.31,37.3,0.78,0.7
2026-06-01T04:50:30Z,20.02,45.7,0.03,0.19
2026-06-01T04:51:00Z,21.61,23.5,0.58,0.56
2026-06-01T04:51:30Z,12.83,48.9,0.29,0.04
2026-06-01T04:52:00Z,20.11,21.1,0.24,0.81
2026-06-01T04:52:30Z,23.07,55.6,0.35,0.17
2026-06-01T04:53:00Z,21.9,39.3,0.48,0.42
2026-06-01T04:53:30Z,24.48,56.4,0.29,0.51
2026-06-01T04:54:00Z,21.73,28.9,0.78,0.89
2026-06-01T04:54:30Z,25.14,46.1,0.76,0.05
2026-06-01T04:55:00Z,17.93,20.0,0.17,0.51
2026-06-01T04:55:30Z,24.94,20.0,0.54,0.49
2026-06-01T04:56:00Z,32.59,44.8,0.06,0.41
2026-06-01T04:56:30Z,20.03,48.7,0.37,0.28
2026-06-01T04:57:00Z,16.76,39.9,0.1,0.38
2026-06-01T04:57:30Z,28.04,31.8,0.79,0.16
2026-06-01T04:58:00Z,17.13,47.9,0.42,0.1
2026-06-01T04:58:30Z,24.58,43.3,0.51,0.56
2026-06-01T04:59:00Z,19.81,20.0,0.77,0.42
2026-06-01T04:59:30Z,23.09,52.5,0.59,0.53
2026-06-01T05:00:00Z,17.76,21.3,0.25,0.52
2026-06-01T05:00:30Z,21.9,40.2,0.62,0.48
2026-06-01T05:01:00Z,19.61,59.1,0.61,0.2
2026-06-01T05:01:30Z,17.78,22.7,0.77,0.39
2026-06-01T05:02:00Z,23.98,29.3,0.02,0.04
2026-06-01T05:02:30Z,18.02,53.5,0.4,0.82
2026-06-01T05:03:00Z,22.27,36.8,0.31,0.3
2026-06-01T05:03:30Z,30.67,45.1,0.35,0.23
2026-06-01T05:04:00Z,22.71,25.6,0.13,0.58
2026-06-01T05:04:30Z,14.41,64.1,0.6,0.03
2026-06-01T05:05:00Z,21.49,72.9,0.37,0.07
2026-06-01T05:05:30Z,21.31,25.5,0.65,0.92
2026-06-01T05:06:00Z,13.42,50.8,0.32,0.75
2026-06-01T05:06:30Z,24.29,21.6,0.73,0.83
2026-06-01T05:07:00Z,21.67,59.5,0.51,0.94
2026-06-01T05:07:30Z,18.38,50.5,0.48,0.04
2026-06-01T05:08:00Z,19.37,20.0,0.18,0.34
2026-06-01T05:08:30Z,26.04,23.8,0.69,0.52
2026-06-01T05:09:00Z,22.3,48.1,0.5,0.76
2026-06-01T05:09:30Z,21.79,42.3,0.76,0.86
2026-06-01T05:10:00Z,23.12,54.3,0.03,0.29
2026-06-01T05:10:30Z,22.71,52.7,0.68,0.34
2026-06-01T05:11:00Z,24.28,25.0,0.29,0.79
2026-06-01T05:11:30Z,19.57,20.0,0.69,0.09
2026-06-01T05:12:00Z,24.11,40.9,0.35,0.44
2026-06-01T05:12:30Z,20.45,21.4,0.41,0.56
2026-06-01T05:13:00Z,22.49,52.4,0.04,0.94
2026-06-01T05:13:30Z,18.52,85.3,0.71,0.01
2026-06-01T05:14:00Z,26.15,39.7,0.46,0.84
2026-06-01T05:14:30Z,17.67,47.8,0.41,0.52
2026-06-01T05:15:00Z,20.84,23.9,0.64,0.25
2026-06-01T05:15:30Z,21.33,64.0,0.71,0.15
2026-06-01T05:16:00Z,20.31,37.1,0.7,0.15
2026-06-01T05:16:30Z,23.07,20.0,0.43,0.42
2026-06-01T05:17:00Z,18.83,20.0,0.41,0.41
2026-06-01T05:17:30Z,27.07,33.0,0.71,0.0
2026-06-01T05:18:00Z,31.69,51.1,0.74,0.68
2026-06-01T05:18:30Z,7.7,57.0,0.73,0.47
2026-06-01T05:19:00Z,26.48,27.5,0.64,0.05
2026-06-01T05:19:30Z,25.97,55.9,0.38,0.51
2026-06-01T05:20:00Z,25.28,80.0,0.72,0.95
2026-06-01T05:20:30Z,23.78,37.9,0.44,0.59
2026-06-01T05:21:00Z,21.59,58.7,0.26,0.66
2026-06-01T05:21:30Z,21.67,45.3,0.74,0.8
2026-06-01T05:22:00Z,23.69,25.5,0.74,0.9
2026-06-01T05:22:30Z,28.28,42.7,0.43,0.17
2026-06-01T05:23:00Z,29.96,58.0,0.15,0.19
2026-06-01T05:23:30Z,22.99,40.4,0.21,0.16
2026-06-01T05:24:00Z,24.57,53.1,0.43,0.87
2026-06-01T05:24:30Z,28.36,52.0,0.55,0.22
2026-06-01T05:25:00Z,25.02,35.4,0.23,0.66
2026-06-01T05:25:30Z,21.27,50.8,0.61,0.59
2026-06-01T05:26:00Z,23.21,54.3,0.05,0.93
2026-06-01T05:26:30Z,23.23,20.0,0.2,0.91
2026-06-01T05:27:00Z,24.82,20.5,0.06,0.05
2026-06-01T05:27:30Z,21.96,29.9,0.59,0.25
2026-06-01T05:28:00Z,19.01,29.4,0.3,0.58
2026-06-01T05:28:30Z,16.33,54.8,0.11,0.55
2026-06-01T05:29:00Z,26.76,49.6,0.1,0.81
2026-06-01T05:29:30Z,18.5,64.4,0.43,0.11
2026-06-01T05:30:00Z,23.72,34.2,0.64,0.02
2026-06-01T05:30:30Z,21.07,54.8,0.17,0.89
2026-06-01T05:31:00Z,30.01,29.2,0.07,0.47
2026-06-01T05:31:30Z,21.64,20.0,0.43,0.49
2026-06-01T05:32:00Z,31.2,33.6,0.04,0.9
2026-06-01T05:32:30Z,20.32,20.6,0.43,0.83
2026-06-01T05:33:00Z,28.77,21.1,0.67,0.09
2026-06-01T05:33:30Z,31.63,34.8,0.66,0.39
2026-06-01T05:34:00Z,21.91,35.8,0.23,0.74
2026-06-01T05:34:30Z,23.94,42.3,0.03,0.34
2026-06-01T05:35:00Z,21.04,30.2,0.56,1.0
2026-06-01T05:35:30Z,20.78,58.5,0.34,0.28
2026-06-01T05:36:00Z,16.7,20.0,0.35,0.18
2026-06-01T05:36:30Z,20.33,53.1,0.66,0.53
2026-06-01T05:37:00Z,24.56,24.9,0.02,0.83
2026-06-01T05:37:30Z,20.82,52.2,0.22,0.09
2026-06-01T05:38:00Z,19.81,69.5,0.41,0.64
2026-06-01T05:38:30Z,19.83,44.5,0.34,0.39
2026-06-01T05:39:00Z,28.81,73.3,0.06,0.27
2026-06-01T05:39:30Z,19.68,20.0,0.36,0.38
2026-06-01T05:40:00Z,24.19,20.0,0.47,0.84
2026-06-01T05:40:30Z,21.19,41.8,0.19,0.94
2026-06-01T05:41:00Z,34.35,20.0,0.24,0.47
2026-06-01T05:41:30Z,25.24,43.7,0.42,0.96
2026-06-01T05:42:00Z,22.28,20.0,0.21,0.66
2026-06-01T05:42:30Z,19.09,20.0,0.43,0.19
2026-06-01T05:43:00Z,30.7,53.9,0.02,0.53
2026-06-01T05:43:30Z,28.31,67.0,0.36,0.63
2026-06-01T05:44:00Z,26.15,43.4,0.05,0.08
2026-06-01T05:44:30Z,26.57,72.2,0.3,0.68
2026-06-01T05:45:00Z,29.49,20.1,0.31,0.96
2026-06-01T05:45:30Z,25.65,24.4,0.14,0.91
2026-06-01T05:46:00Z,16.72,45.1,0.04,0.61
2026-06-01T05:46:30Z,22.47,64.3,0.12,0.95
2026-06-01T05:47:00Z,28.22,32.1,0.18,0.17
2026-06-01T05:47:30Z,22.88,43.3,0.06,0.71
2026-06-01T05:48:00Z,21.99,69.5,0.71,0.47
2026-06-01T05:48:30Z,25.69,47.2,0.66,0.34
2026-06-01T05:49:00Z,21.39,66.5,0.56,0.3
2026-06-01T05:49:30Z,28.94,40.6,0.65,0.7
2026-06-01T05:50:00Z,26.78,63.4,0.31,0.86
2026-06-01T05:50:30Z,23.68,36.9,0.47,0.36
2026-06-01T05:51:00Z,24.01,86.4,0.58,0.96
2026-06-01T05:51:30Z,15.6,62.7,0.73,0.69
2026-06-01T05:52:00Z,25.5,58.6,0.44,0.94
2026-06-01T05:52:30Z,18.8,20.2,0.59,0.98
2026-06-01T05:53:00Z,20.86,62.3,0.67,0.97
2026-06-01T05:53:30Z,28.66,57.4,0.22,0.51
2026-06-01T05:54:00Z,23.15,56.3,0.25,0.01
2026-06-01T05:54:30Z,24.54,68.8,0.23,0.91
2026-06-01T05:55:00Z,25.52,66.4,0.58,0.6
2026-06-01T05:55:30Z,20.09,20.0,0.13,0.78
2026-06-01T05:56:00Z,25.51,20.9,0.61,0.21
2026-06-01T05:56:30Z,20.54,56.8,0.46,0.9
2026-06-01T05:57:00Z,26.26,51.9,0.1,0.33
2026-06-01T05:57:30Z,26.48,54.4,0.67,0.01
2026-06-01T05:58:00Z,27.57,44.0,0.51,0.79
2026-06-01T05:58:30Z,30.01,32.3,0.37,0.57
2026-06-01T05:59:00Z,26.37,24.2,0.02,0.16
2026-06-01T05:59:30Z,27.66,27.1,0.68,0.02
2026-06-01T06:00:00Z,26.95,37.4,0.16,0.09
2026-06-01T06:00:30Z,24.94,53.8,0.05,0.94
2026-06-01T06:01:00Z,21.77,43.0,0.03,0.81
2026-06-01T06:01:30Z,25.26,51.6,0.2,0.51
2026-06-01T06:02:00Z,26.76,63.2,0.76,0.83
2026-06-01T06:02:30Z,20.85,94.4,0.31,0.08
2026-06-01T06:03:00Z,22.58,43.0,0.59,0.5
2026-06-01T06:03:30Z,27.44,44.1,0.13,0.75
2026-06-01T06:04:00Z,30.63,29.1,0.09,0.67
2026-06-01T06:04:30Z,29.33,43.2,0.37,0.96
2026-06-01T06:05:00Z,18.89,40.0,0.45,0.17
2026-06-01T06:05:30Z,20.44,29.9,0.39,0.96
2026-06-01T06:06:00Z,28.08,37.4,0.09,0.88
2026-06-01T06:06:30Z,21.43,55.2,0.26,0.79
2026-06-01T06:07:00Z,23.12,43.3,0.58,0.63
2026-06-01T06:07:30Z,19.4,32.6,0.1,0.32
2026-06-01T06:08:00Z,29.87,73.7,0.05,0.72
2026-06-01T06:08:30Z,22.85,73.7,0.26,0.62
2026-06-01T06:09:00Z,20.27,25.2,0.53,0.9
2026-06-01T06:09:30Z,25.34,37.6,0.22,0.49
2026-06-01T06:10:00Z,24.27,20.0,0.11,0.97
2026-06-01T06:10:30Z,19.02,36.3,0.43,0.42
2026-06-01T06:11:00Z,29.87,22.0,0.57,0.79
2026-06-01T06:11:30Z,21.65,49.3,0.35,0.8
2026-06-01T06:12:00Z,26.23,61.2,0.45,0.71
2026-06-01T06:12:30Z,25.14,49.2,0.55,0.46
2026-06-01T06:13:00Z,26.63,35.3,0.34,0.35
2026-06-01T06:13:30Z,26.52,49.6,0.73,0.91
2026-06-01T06:14:00Z,20.79,20.0,0.69,0.11
2026-06-01T06:14:30Z,24.35,36.2,0.54,0.12
2026-06-01T06:15:00Z,20.67,29.8,0.77,0.2
2026-06-01T06:15:30Z,25.62,40.1,0.33,0.51
2026-06-01T06:16:00Z,30.1,50.4,0.05,0.6
2026-06-01T06:16:30Z,27.71,22.0,0.16,0.02
2026-06-01T06:17:00Z,21.12,57.3,0.78,0.03
2026-06-01T06:17:30Z,20.4,20.0,0.32,0.2
2026-06-01T06:18:00Z,31.77,65.2,0.06,0.26
2026-06-01T06:18:30Z,32.71,43.0,0.52,0.73
2026-06-01T06:19:00Z,23.68,28.8,0.34,0.83
2026-06-01T06:19:30Z,33.01,21.2,0.34,0.04
2026-06-01T06:20:00Z,22.34,42.9,0.35,0.21
2026-06-01T06:20:30Z,25.95,66.5,0.52,0.76
2026-06-01T06:21:00Z,26.46,35.1,0.61,0.3
2026-06-01T06:21:30Z,20.01,35.7,0.35,0.09
2026-06-01T06:22:00Z,32.04,56.5,0.37,0.05
2026-06-01T06:22:30Z,32.52,20.0,0.35,0.15
2026-06-01T06:23:00Z,16.31,35.7,0.49,0.63
2026-06-01T06:23:30Z,27.28,56.2,0.78,0.6
2026-06-01T06:24:00Z,25.23,50.3,0.19,0.13
2026-06-01T06:24:30Z,33.78,58.3,0.59,0.15
2026-06-01T06:25:00Z,26.54,76.5,0.09,0.69
2026-06-01T06:25:30Z,23.84,20.0,0.39,0.47
2026-06-01T06:26:00Z,26.76,54.9,0.41,0.29
2026-06-01T06:26:30Z,27.43,35.6,0.05,0.2
2026-06-01T06:27:00Z,23.9,88.1,0.09,0.13
2026-06-01T06:27:30Z,35.86,20.0,0.57,0.24
2026-06-01T06:28:00Z,19.33,43.2,0.73,0.25
2026-06-01T06:28:30Z,29.54,20.7,0.34,0.99
2026-06-01T06:29:00Z,25.86,36.9,0.24,0.98
2026-06-01T06:29:30Z,19.63,60.4,0.45,0.58
2026-06-01T06:30:00Z,40.31,29.5,0.35,0.76
2026-06-01T06:30:30Z,27.98,20.0,0.65,0.25
2026-06-01T06:31:00Z,25.29,57.7,0.05,0.56
2026-06-01T06:31:30Z,22.72,50.3,0.59,0.05
2026-06-01T06:32:00Z,29.38,41.6,0.69,0.57
2026-06-01T06:32:30Z,31.19,26.1,0.52,0.64
2026-06-01T06:33:00Z,22.94,33.1,0.42,0.72
2026-06-01T06:33:30Z,31.21,35.1,0.42,0.52
2026-06-01T06:34:00Z,25.12,59.8,0.41,0.42
2026-06-01T06:34:30Z,31.28,25.4,0.42,0.42
2026-06-01T06:35:00Z,24.18,21.5,0.65,0.39
2026-06-01T06:35:30Z,23.82,24.8,0.04,0.46
2026-06-01T06:36:00Z,29.23,20.0,0.11,0.21
2026-06-01T06:36:30Z,24.82,45.6,0.32,0.76
2026-06-01T06:37:00Z,20.97,20.0,0.47,0.24
2026-06-01T06:37:30Z,23.23,35.5,0.37,0.0
2026-06-01T06:38:00Z,32.03,43.2,0.54,0.73
2026-06-01T06:38:30Z,29.6,26.9,0.19,0.28
2026-06-01T06:39:00Z,34.1,25.7,0.5,0.85
2026-06-01T06:39:30Z,22.88,43.3,0.5,0.24
2026-06-01T06:40:00Z,26.91,58.7,0.54,0.49
2026-06-01T06:40:30Z,29.52,53.8,0.54,0.48
2026-06-01T06:41:00Z,26.14,20.0,0.11,0.39
2026-06-01T06:41:30Z,35.17,63.8,0.12,0.09
2026-06-01T06:42:00Z,25.97,30.8,0.05,0.99
2026-06-01T06:42:30Z,30.93,51.8,0.68,0.02
2026-06-01T06:43:00Z,25.53,20.0,0.43,0.73
2026-06-01T06:43:30Z,29.95,57.7,0.56,0.75
2026-06-01T06:44:00Z,24.68,25.8,0.12,0.63
2026-06-01T06:44:30Z,26.8,20.0,0.31,0.09
2026-06-01T06:45:00Z,28.1,67.3,0.33,0.62
2026-06-01T06:45:30Z,31.09,27.9,0.04,0.66
2026-06-01T06:46:00Z,34.77,52.1,0.48,0.89
2026-06-01T06:46:30Z,27.28,39.9,0.01,0.38
2026-06-01T06:47:00Z,26.3,42.9,0.47,0.08
2026-06-01T06:47:30Z,28.44,20.0,0.46,0.05
2026-06-01T06:48:00Z,30.4,20.0,0.18,0.1
2026-06-01T06:48:30Z,26.75,52.9,0.1,0.51
2026-06-01T06:49:00Z,24.96,40.1,0.69,0.05
2026-06-01T06:49:30Z,29.96,71.9,0.19,0.92
2026-06-01T06:50:00Z,25.15,35.1,0.3,0.75
2026-06-01T06:50:30Z,27.93,22.5,0.77,0.54
2026-06-01T06:51:00Z,25.5,71.0,0.19,0.84
2026-06-01T06:51:30Z,23.01,47.9,0.19,0.71
2026-06-01T06:52:00Z,23.8,66.2,0.1,0.18
2026-06-01T06:52:30Z,28.25,43.3,0.3,0.24
2026-06-01T06:53:00Z,27.01,70.6,0.31,0.31
2026-06-01T06:53:30Z,24.3,23.6,0.41,0.74
2026-06-01T06:54:00Z,33.57,27.8,0.52,0.1
2026-06-01T06:54:30Z,33.71,46.4,0.72,0.62
2026-06-01T06:55:00Z,29.27,40.2,0.19,0.43
2026-06-01T06:55:30Z,20.68,25.3,0.63,0.9
2026-06-01T06:56:00Z,25.34,20.0,0.31,0.09
2026-06-01T06:56:30Z,29.3,63.4,0.54,0.25
2026-06-01T06:57:00Z,31.23,38.9,0.44,0.64
2026-06-01T06:57:30Z,27.29,35.0,0.34,0.29
2026-06-01T06:58:00Z,26.34,34.9,0.24,0.33
2026-06-01T06:58:30Z,24.9,20.0,0.57,0.2
2026-06-01T06:59:00Z,24.87,49.1,0.77,0.67
2026-06-01T06:59:30Z,25.34,30.4,0.48,0.24
2026-06-01T07:00:00Z,30.78,50.7,0.56,0.85
2026-06-01T07:00:30Z,23.46,20.9,0.08,0.75
2026-06-01T07:01:00Z,30.6,43.9,0.01,0.59
2026-06-01T07:01:30Z,21.03,48.2,0.2,0.15
2026-06-01T07:02:00Z,25.29,41.0,0.35,0.83
2026-06-01T07:02:30Z,25.12,20.0,0.02,0.42
2026-06-01T07:03:00Z,29.96,24.3,0.69,0.29
2026-06-01T07:03:30Z,34.81,48.2,0.63,0.91
2026-06-01T07:04:00Z,31.05,20.0,0.16,0.35
2026-06-01T07:04:30Z,29.99,50.2,0.06,0.04
2026-06-01T07:05:00Z,22.38,20.0,0.45,0.22
2026-06-01T07:05:30Z,26.78,48.3,0.12,0.53
2026-06-01T07:06:00Z,34.46,36.4,0.79,0.33
2026-06-01T07:06:30Z,21.92,40.1,0.02,0.73
2026-06-01T07:07:00Z,26.64,36.9,0.21,0.39
2026-06-01T07:07:30Z,32.43,78.5,0.29,0.11
2026-06-01T07:08:00Z,27.63,54.3,0.23,0.74
2026-06-01T07:08:30Z,27.54,88.7,0.54,0.59
2026-06-01T07:09:00Z,28.96,29.0,0.01,0.01
2026-06-01T07:09:30Z,22.2,22.4,0.52,0.23
2026-06-01T07:10:00Z,27.21,20.0,0.42,0.9
2026-06-01T07:10:30Z,29.48,61.4,0.12,0.22
2026-06-01T07:11:00Z,32.04,26.3,0.09,0.56
2026-06-01T07:11:30Z,30.27,27.6,0.22,0.7
2026-06-01T07:12:00Z,36.26,52.3,0.74,0.87
2026-06-01T07:12:30Z,28.45,24.9,0.59,0.91
2026-06-01T07:13:00Z,23.12,31.6,0.58,0.45
2026-06-01T07:13:30Z,26.34,39.5,0.06,0.58
2026-06-01T07:14:00Z,30.68,49.2,0.2,0.05
2026-06-01T07:14:30Z,35.69,28.9,0.2,0.63
2026-06-01T07:15:00Z,30.89,46.3,0.54,0.92
2026-06-01T07:15:30Z,25.83,28.9,0.49,0.31
2026-06-01T07:16:00Z,32.52,20.0,0.27,0.41
2026-06-01T07:16:30Z,38.35,31.7,0.21,0.58
2026-06-01T07:17:00Z,25.12,20.0,0.22,0.11
2026-06-01T07:17:30Z,39.51,38.5,0.59,0.73
2026-06-01T07:18:00Z,26.57,30.7,0.77,0.61
2026-06-01T07:18:30Z,25.49,24.8,0.45,0.48
2026-06-01T07:19:00Z,34.47,51.6,0.16,0.93
2026-06-01T07:19:30Z,27.76,62.1,0.8,0.75
2026-06-01T07:20:00Z,24.38,34.9,0.53,0.38
2026-06-01T07:20:30Z,30.8,60.4,0.45,0.94
2026-06-01T07:21:00Z,32.5,82.3,0.48,0.82
2026-06-01T07:21:30Z,28.23,51.0,0.0,0.4
2026-06-01T07:22:00Z,36.47,46.0,0.27,0.19
2026-06-01T07:22:30Z,22.84,50.7,0.17,0.48
2026-06-01T07:23:00Z,16.48,33.0,0.61,0.99
2026-06-01T07:23:30Z,23.67,40.9,0.74,0.29
2026-06-01T07:24:00Z,29.73,34.3,0.57,0.9
2026-06-01T07:24:30Z,23.95,34.2,0.62,0.99
2026-06-01T07:25:00Z,32.75,20.0,0.63,0.34
2026-06-01T07:25:30Z,32.94,54.0,0.44,0.29
2026-06-01T07:26:00Z,28.91,48.9,0.27,0.23
2026-06-01T07:26:30Z,27.71,36.9,0.43,0.96
2026-06-01T07:27:00Z,24.64,64.0,0.61,0.27
2026-06-01T07:27:30Z,30.76,41.1,0.41,0.71
2026-06-01T07:28:00Z,27.64,26.3,0.57,0.03
2026-06-01T07:28:30Z,20.42,20.0,0.32,0.18
