timestamp,http_requests_per_sec,http_p99_latency_ms,cpu_usage_percent,http_5xx_rate
2026-06-01T03:44:00Z,22.39,982.0,76.22,12.4
2026-06-01T03:44:30Z,30.49,967.0,78.01,12.55
2026-06-01T03:45:00Z,25.65,963.2,76.0,11.95
2026-06-01T03:45:30Z,21.01,967.2,68.27,9.33
2026-06-01T03:46:00Z,24.19,747.0,74.38,11.62
2026-06-01T03:46:30Z,22.14,942.8,64.37,9.15
2026-06-01T03:47:00Z,28.19,530.4,70.01,6.23
2026-06-01T03:47:30Z,28.75,617.5,63.79,9.26
2026-06-01T03:48:00Z,24.12,568.1,63.73,6.96
2026-06-01T03:48:30Z,27.87,691.2,62.95,7.74
2026-06-01T03:49:00Z,24.95,606.8,75.99,11.31
2026-06-01T03:49:30Z,24.88,1095.9,79.74,11.69
2026-06-01T03:50:00Z,29.3,971.9,74.79,9.62
2026-06-01T03:50:30Z,25.66,785.1,64.41,5.16
2026-06-01T03:51:00Z,29.63,695.9,85.13,8.78
2026-06-01T03:51:30Z,28.89,1007.5,70.27,10.16
2026-06-01T03:52:00Z,26.5,963.8,59.57,8.83
2026-06-01T03:52:30Z,30.55,549.3,57.12,8.23
2026-06-01T03:53:00Z,25.43,903.9,64.33,6.85
2026-06-01T03:53:30Z,34.93,533.9,64.26,9.23
2026-06-01T03:54:00Z,24.13,538.0,42.86,9.71
2026-06-01T03:54:30Z,25.6,974.2,57.5,11.06
2026-06-01T03:55:00Z,22.89,1049.9,81.36,10.72
2026-06-01T03:55:30Z,22.44,803.1,49.44,8.37
2026-06-01T03:56:00Z,22.56,489.4,61.02,8.01
2026-06-01T03:56:30Z,24.51,657.6,59.3,9.26
2026-06-01T03:57:00Z,27.27,561.2,64.2,9.28
2026-06-01T03:57:30Z,33.3,975.7,48.37,10.13
2026-06-01T03:58:00Z,25.87,914.0,53.85,6.05
2026-06-01T03:58:30Z,26.53,585.9,68.94,10.54
2026-06-01T03:59:00Z,21.71,757.2,65.86,10.56
2026-06-01T03:59:30Z,24.9,908.8,60.32,6.19
2026-06-01T04:00:00Z,21.07,955.6,65.06,7.47
2026-06-01T04:00:30Z,26.46,598.9,67.99,8.49
2026-06-01T04:01:00Z,24.76,603.2,65.27,8.64
2026-06-01T04:01:30Z,28.25,586.9,74.25,7.81
2026-06-01T04:02:00Z,23.58,841.7,56.93,6.34
2026-06-01T04:02:30Z,29.07,610.8,68.41,4.24
2026-06-01T04:03:00Z,24.39,527.8,56.11,9.64
2026-06-01T04:03:30Z,30.22,480.9,58.66,9.44
2026-06-01T04:04:00Z,28.98,695.9,52.71,8.51
2026-06-01T04:04:30Z,23.43,706.8,64.11,6.99
2026-06-01T04:05:00Z,27.52,574.1,59.75,7.9
2026-06-01T04:05:30Z,27.0,864.8,60.99,4.7
2026-06-01T04:06:00Z,28.75,797.4,51.53,8.66
2026-06-01T04:06:30Z,31.13,582.5,66.32,5.72
2026-06-01T04:07:00Z,34.23,598.2,62.68,8.44
2026-06-01T04:07:30Z,34.64,785.5,57.26,8.26
2026-06-01T04:08:00Z,23.63,770.9,44.95,8.04
2026-06-01T04:08:30Z,26.96,694.7,53.81,5.55
2026-06-01T04:09:00Z,23.59,590.4,52.77,6.1
2026-06-01T04:09:30Z,25.93,482.1,58.85,5.82
2026-06-01T04:10:00Z,23.01,481.8,48.06,3.61
2026-06-01T04:10:30Z,25.73,596.0,59.59,4.95
2026-06-01T04:11:00Z,26.63,486.6,55.45,5.52
2026-06-01T04:11:30Z,15.24,584.6,61.27,6.79
2026-06-01T04:12:00Z,31.78,604.1,43.31,3.49
2026-06-01T04:12:30Z,27.66,532.7,42.68,7.18
2026-06-01T04:13:00Z,31.44,586.4,46.67,4.98
2026-06-01T04:13:30Z,30.48,566.7,52.72,7.82
2026-06-01T04:14:00Z,31.75,598.1,55.86,3.94
2026-06-01T04:14:30Z,29.14,570.3,33.03,5.29
2026-06-01T04:15:00Z,29.51,418.0,25.15,4.92
2026-06-01T04:15:30Z,27.72,411.7,51.99,5.55
2026-06-01T04:16:00Z,33.63,574.8,36.69,5.32
2026-06-01T04:16:30Z,33.15,371.6,44.48,3.01
2026-06-01T04:17:00Z,20.71,385.4,43.76,4.55
2026-06-01T04:17:30Z,27.35,311.9,46.04,3.49
2026-06-01T04:18:00Z,31.68,322.9,40.56,2.65
2026-06-01T04:18:30Z,23.35,283.6,36.33,5.44
2026-06-01T04:19:00Z,32.55,328.4,33.12,3.89
2026-06-01T04:19:30Z,28.5,374.5,29.34,4.39
2026-06-01T04:20:00Z,29.53,408.0,33.79,4.18
2026-06-01T04:20:30Z,30.8,385.8,38.18,1.89
2026-06-01T04:21:00Z,25.08,247.9,39.48,3.99
2026-06-01T04:21:30Z,21.98,296.7,44.1,1.77
2026-06-01T04:22:00Z,21.5,314.3,36.93,1.6
2026-06-01T04:22:30Z,27.56,299.3,33.77,3.69
2026-06-01T04:23:00Z,31.42,158.3,29.96,1.56
2026-06-01T04:23:30Z,30.08,183.4,35.81,1.53
2026-06-01T04:24:00Z,24.98,292.2,38.28,2.27
2026-06-01T04:24:30Z,29.48,163.6,16.52,2.93
2026-06-01T04:25:00Z,30.99,168.8,25.59,2.26
2026-06-01T04:25:30Z,35.29,105.3,24.26,1.7
2026-06-01T04:26:00Z,31.23,76.1,26.98,1.13
2026-06-01T04:26:30Z,26.22,106.6,23.26,2.3
2026-06-01T04:27:00Z,27.6,162.5,25.66,0.61
2026-06-01T04:27:30Z,25.78,79.2,25.53,1.97
2026-06-01T04:28:00Z,28.57,75.7,14.94,0.58
2026-06-01T04:28:30Z,27.32,66.5,8.52,0.56
2026-06-01T04:29:00Z,28.12,49.4,16.75,1.26
2026-06-01T04:29:30Z,30.96,60.8,14.51,0.17
2026-06-01T04:30:00Z,32.34,39.3,2.0,0.26
2026-06-01T04:30:30Z,30.31,20.0,19.91,0.0
2026-06-01T04:31:00Z,31.6,33.8,25.62,1.16
2026-06-01T04:31:30Z,27.61,22.0,28.36,0.49
2026-06-01T04:32:00Z,27.19,20.0,18.26,0.0
2026-06-01T04:32:30Z,30.19,20.0,24.27,1.26
2026-06-01T04:33:00Z,25.7,65.2,27.73,0.0
2026-06-01T04:33:30Z,22.42,23.8,11.42,0.0
2026-06-01T04:34:00Z,28.84,38.5,19.32,0.18
2026-06-01T04:34:30Z,29.05,38.8,19.43,0.3
2026-06-01T04:35:00Z,20.88,43.1,20.47,0.0
2026-06-01T04:35:30Z,30.13,37.5,15.98,1.04
2026-06-01T04:36:00Z,26.36,20.9,29.74,0.75
2026-06-01T04:36:30Z,30.5,28.7,15.6,1.5
2026-06-01T04:37:00Z,29.0,32.1,16.69,0.0
2026-06-01T04:37:30Z,26.93,27.6,31.79,0.0
2026-06-01T04:38:00Z,30.94,23.9,14.5,0.0
2026-06-01T04:38:30Z,23.21,60.4,25.36,0.0
2026-06-01T04:39:00Z,26.52,31.2,37.63,0.0
2026-06-01T04:39:30Z,30.13,22.0,18.8,0.0
2026-06-01T04:40:00Z,35.08,40.3,29.55,0.11
2026-06-01T04:40:30Z,25.07,27.5,14.13,0.0
2026-06-01T04:41:00Z,25.75,32.8,12.2,0.2
2026-06-01T04:41:30Z,24.96,63.0,14.82,0.0
2026-06-01T04:42:00Z,22.69,29.9,11.19,0.93
2026-06-01T04:42:30Z,30.36,33.8,32.4,0.56
2026-06-01T04:43:00Z,33.12,20.0,18.78,0.0
2026-06-01T04:43:30Z,29.49,20.0,27.51,0.0
2026-06-01T04:44:00Z,32.31,44.4,20.21,0.0
2026-06-01T04:44:30Z,31.94,24.9,20.7,0.18
2026-06-01T04:45:00Z,31.57,23.3,10.98,1.5
2026-06-01T04:45:30Z,23.86,20.0,21.43,0.0
2026-06-01T04:46:00Z,25.02,43.8,30.44,0.84
2026-06-01T04:46:30Z,32.81,45.8,21.65,0.1
2026-06-01T04:47:00Z,19.66,23.5,22.31,0.0
2026-06-01T04:47:30Z,23.92,47.4,31.11,0.65
2026-06-01T04:48:00Z,21.87,30.5,9.3,0.71
2026-06-01T04:48:30Z,31.72,40.2,9.44,0.78
2026-06-01T04:49:00Z,26.96,20.2,21.19,0.0
2026-06-01T04:49:30Z,28.02,20.0,25.16,0.0
2026-06-01T04:50:00Z,22.53,43.4,7.85,0.28
2026-06-01T04:50:30Z,34.92,57.3,20.86,0.45
2026-06-01T04:51:00Z,35.86,20.0,12.82,0.0
2026-06-01T04:51:30Z,30.62,45.7,19.62,0.69
2026-06-01T04:52:00Z,30.98,23.2,12.98,1.13
2026-06-01T04:52:30Z,25.39,20.0,18.02,0.38
2026-06-01T04:53:00Z,31.3,58.9,12.91,0.0
2026-06-01T04:53:30Z,31.05,51.2,18.47,0.26
2026-06-01T04:54:00Z,26.46,48.3,19.84,0.0
2026-06-01T04:54:30Z,29.74,20.0,18.18,0.0
2026-06-01T04:55:00Z,31.56,69.6,23.14,0.0
2026-06-01T04:55:30Z,25.13,26.9,32.8,0.0
2026-06-01T04:56:00Z,26.14,61.8,10.72,1.5
2026-06-01T04:56:30Z,30.67,23.8,17.48,0.0
2026-06-01T04:57:00Z,28.11,20.0,21.41,0.39
2026-06-01T04:57:30Z,30.63,35.0,14.31,0.9
2026-06-01T04:58:00Z,21.31,20.0,20.63,0.18
2026-06-01T04:58:30Z,30.64,29.6,19.97,0.0
2026-06-01T04:59:00Z,27.38,56.9,10.19,0.45
2026-06-01T04:59:30Z,26.6,24.6,23.19,1.01
2026-06-01T05:00:00Z,30.17,20.0,14.55,0.0
2026-06-01T05:00:30Z,27.3,86.5,19.65,0.48
2026-06-01T05:01:00Z,33.0,22.5,21.94,1.21
2026-06-01T05:01:30Z,37.27,23.4,17.42,0.0
2026-06-01T05:02:00Z,29.78,34.3,21.38,0.86
2026-06-01T05:02:30Z,35.54,53.0,25.31,0.46
2026-06-01T05:03:00Z,39.77,32.6,27.24,0.16
2026-06-01T05:03:30Z,31.85,48.5,22.55,0.0
2026-06-01T05:04:00Z,27.86,73.0,15.62,0.0
2026-06-01T05:04:30Z,34.43,26.7,17.47,0.0
2026-06-01T05:05:00Z,27.99,67.9,23.86,0.88
2026-06-01T05:05:30Z,26.02,20.0,17.36,0.0
2026-06-01T05:06:00Z,28.57,20.0,20.67,1.5
2026-06-01T05:06:30Z,29.36,41.6,17.55,0.0
2026-06-01T05:07:00Z,27.15,20.0,25.25,0.24
2026-06-01T05:07:30Z,29.36,26.4,14.55,1.5
2026-06-01T05:08:00Z,28.0,40.7,23.34,0.34
2026-06-01T05:08:30Z,29.08,66.1,23.49,1.48
2026-06-01T05:09:00Z,24.54,20.0,13.76,0.0
2026-06-01T05:09:30Z,32.31,20.0,21.15,0.0
2026-06-01T05:10:00Z,36.7,26.2,8.05,1.22
2026-06-01T05:10:30Z,37.56,35.1,5.87,0.16
2026-06-01T05:11:00Z,29.19,20.0,19.78,1.47
2026-06-01T05:11:30Z,29.47,33.2,28.37,0.0
2026-06-01T05:12:00Z,34.61,47.9,25.51,1.35
2026-06-01T05:12:30Z,23.4,23.7,36.31,0.0
2026-06-01T05:13:00Z,25.94,25.2,18.37,0.84
2026-06-01T05:13:30Z,28.37,61.3,5.56,1.18
2026-06-01T05:14:00Z,34.32,20.0,12.61,0.0
2026-06-01T05:14:30Z,31.97,20.0,22.17,0.0
2026-06-01T05:15:00Z,33.99,20.0,10.71,1.19
2026-06-01T05:15:30Z,36.98,65.2,20.32,0.0
2026-06-01T05:16:00Z,28.67,43.6,18.55,1.26
2026-06-01T05:16:30Z,33.78,37.8,12.41,1.07
2026-06-01T05:17:00Z,26.66,36.9,21.71,0.0
2026-06-01T05:17:30Z,26.71,45.8,20.09,0.0
2026-06-01T05:18:00Z,34.66,20.0,10.49,1.5
2026-06-01T05:18:30Z,28.73,51.3,17.9,0.0
2026-06-01T05:19:00Z,23.05,20.0,11.28,0.5
2026-06-01T05:19:30Z,36.32,69.5,5.15,0.04
2026-06-01T05:20:00Z,24.73,55.5,24.53,0.59
2026-06-01T05:20:30Z,34.56,51.8,24.46,0.0
2026-06-01T05:21:00Z,30.91,20.0,16.35,0.85
2026-06-01T05:21:30Z,31.19,40.2,17.6,0.19
2026-06-01T05:22:00Z,26.42,36.3,12.77,0.6
2026-06-01T05:22:30Z,28.69,20.0,14.66,1.5
2026-06-01T05:23:00Z,24.99,24.7,27.82,0.48
2026-06-01T05:23:30Z,36.81,20.0,23.19,0.0
2026-06-01T05:24:00Z,27.32,40.4,36.43,0.9
2026-06-01T05:24:30Z,19.27,26.9,21.39,0.19
2026-06-01T05:25:00Z,21.94,42.9,21.92,0.25
2026-06-01T05:25:30Z,21.13,40.2,11.19,0.0
2026-06-01T05:26:00Z,27.82,49.4,21.71,0.0
2026-06-01T05:26:30Z,37.79,40.5,29.95,0.03
2026-06-01T05:27:00Z,31.91,20.0,20.77,0.0
2026-06-01T05:27:30Z,25.28,45.0,13.22,0.23
2026-06-01T05:28:00Z,35.89,62.2,15.34,0.0
2026-06-01T05:28:30Z,30.16,23.3,20.92,0.98
2026-06-01T05:29:00Z,29.35,34.0,11.37,0.0
2026-06-01T05:29:30Z,33.16,66.2,19.84,1.2
2026-06-01T05:30:00Z,26.1,32.0,21.88,0.19
2026-06-01T05:30:30Z,30.93,36.6,27.53,0.0
2026-06-01T05:31:00Z,27.12,42.8,18.41,0.0
2026-06-01T05:31:30Z,31.06,31.0,19.94,0.0
2026-06-01T05:32:00Z,37.86,37.0,26.28,0.9
2026-06-01T05:32:30Z,25.03,29.0,15.22,1.5
2026-06-01T05:33:00Z,32.6,20.0,14.55,0.0
2026-06-01T05:33:30Z,25.14,62.7,14.81,0.42
2026-06-01T05:34:00Z,33.58,82.7,10.09,0.3
2026-06-01T05:34:30Z,26.07,20.0,15.09,1.31
2026-06-01T05:35:00Z,31.12,56.0,6.71,0.0
2026-06-01T05:35:30Z,34.76,33.3,16.62,0.0
2026-06-01T05:36:00Z,24.94,38.9,2.0,0.91
2026-06-01T05:36:30Z,30.61,52.1,14.12,1.5
2026-06-01T05:37:00Z,34.03,37.4,19.45,1.5
2026-06-01T05:37:30Z,32.64,45.1,9.55,0.0
2026-06-01T05:38:00Z,32.27,20.0,17.16,0.48
2026-06-01T05:38:30Z,39.27,32.0,15.83,1.25
2026-06-01T05:39:00Z,32.45,54.9,11.63,0.18
2026-06-01T05:39:30Z,36.46,70.5,7.35,0.0
2026-06-01T05:40:00Z,27.72,30.4,27.79,0.0
2026-06-01T05:40:30Z,40.71,43.0,28.48,0.54
2026-06-01T05:41:00Z,36.93,45.5,20.32,0.0
2026-06-01T05:41:30Z,27.91,20.0,20.52,0.0
2026-06-01T05:42:00Z,25.75,30.3,11.72,0.0
2026-06-01T05:42:30Z,30.04,20.0,23.55,0.0
2026-06-01T05:43:00Z,32.34,40.7,25.98,1.38
2026-06-01T05:43:30Z,38.58,50.6,7.77,1.5
2026-06-01T05:44:00Z,37.68,20.0,13.1,0.78
2026-06-01T05:44:30Z,30.26,20.0,31.43,1.5
2026-06-01T05:45:00Z,32.57,20.0,22.05,0.63
2026-06-01T05:45:30Z,38.64,48.3,25.61,1.11
2026-06-01T05:46:00Z,28.36,25.2,21.43,0.0
2026-06-01T05:46:30Z,36.51,56.4,21.39,1.5
2026-06-01T05:47:00Z,29.35,45.2,21.51,1.5
2026-06-01T05:47:30Z,28.94,53.8,15.03,0.0
2026-06-01T05:48:00Z,35.93,54.0,21.59,0.0
2026-06-01T05:48:30Z,29.16,35.1,24.84,0.0
2026-06-01T05:49:00Z,33.18,20.0,9.21,1.5
2026-06-01T05:49:30Z,29.82,39.6,23.46,0.0
2026-06-01T05:50:00Z,24.53,42.6,27.86,0.0
2026-06-01T05:50:30Z,28.78,34.6,28.69,0.0
2026-06-01T05:51:00Z,43.09,55.6,11.76,0.0
2026-06-01T05:51:30Z,29.61,44.9,27.72,0.0
2026-06-01T05:52:00Z,34.36,56.5,19.29,0.0
2026-06-01T05:52:30Z,28.87,36.0,19.39,0.02
2026-06-01T05:53:00Z,22.1,20.0,29.13,0.78
2026-06-01T05:53:30Z,35.55,20.0,20.82,1.17
2026-06-01T05:54:00Z,26.83,26.1,21.94,0.96
2026-06-01T05:54:30Z,32.74,36.7,7.53,0.0
2026-06-01T05:55:00Z,30.76,70.4,18.55,0.0
2026-06-01T05:55:30Z,29.65,20.0,18.25,0.97
2026-06-01T05:56:00Z,32.49,54.7,11.81,1.05
2026-06-01T05:56:30Z,31.13,25.0,14.47,0.0
2026-06-01T05:57:00Z,22.81,20.0,13.25,1.5
2026-06-01T05:57:30Z,36.22,20.0,27.28,1.36
2026-06-01T05:58:00Z,31.05,38.2,23.7,0.45
2026-06-01T05:58:30Z,34.2,55.0,24.79,0.0
2026-06-01T05:59:00Z,42.5,46.8,21.66,0.0
2026-06-01T05:59:30Z,33.11,45.0,36.43,0.03
2026-06-01T06:00:00Z,33.39,20.0,22.66,0.0
2026-06-01T06:00:30Z,32.76,20.0,25.79,0.0
2026-06-01T06:01:00Z,33.8,53.0,21.9,0.0
2026-06-01T06:01:30Z,34.05,53.2,33.92,1.5
2026-06-01T06:02:00Z,37.53,31.7,24.56,0.0
2026-06-01T06:02:30Z,35.48,59.6,19.18,0.0
2026-06-01T06:03:00Z,40.05,54.0,17.86,0.0
2026-06-01T06:03:30Z,36.42,43.3,15.54,0.0
2026-06-01T06:04:00Z,30.94,40.6,17.23,0.55
2026-06-01T06:04:30Z,29.36,39.6,26.87,1.35
2026-06-01T06:05:00Z,35.62,29.7,27.63,0.0
2026-06-01T06:05:30Z,27.94,20.0,30.72,1.5
2026-06-01T06:06:00Z,33.9,50.3,28.93,0.0
2026-06-01T06:06:30Z,37.47,35.1,17.93,0.0
2026-06-01T06:07:00Z,26.68,56.5,25.07,0.05
2026-06-01T06:07:30Z,32.9,65.1,12.43,1.21
2026-06-01T06:08:00Z,30.23,20.0,18.51,0.17
2026-06-01T06:08:30Z,32.53,70.4,17.49,0.0
2026-06-01T06:09:00Z,33.49,53.0,25.84,1.19
2026-06-01T06:09:30Z,29.81,23.4,36.05,0.0
2026-06-01T06:10:00Z,34.45,40.6,13.06,0.0
2026-06-01T06:10:30Z,31.54,26.0,17.27,1.28
2026-06-01T06:11:00Z,31.65,20.0,23.87,0.0
2026-06-01T06:11:30Z,24.64,28.2,25.26,0.18
2026-06-01T06:12:00Z,33.73,57.2,13.21,1.21
2026-06-01T06:12:30Z,35.57,30.7,32.85,0.27
2026-06-01T06:13:00Z,35.36,36.7,18.25,0.47
2026-06-01T06:13:30Z,31.05,20.0,6.56,0.0
2026-06-01T06:14:00Z,38.98,37.4,22.85,0.07
2026-06-01T06:14:30Z,33.99,47.0,26.43,0.0
2026-06-01T06:15:00Z,30.62,32.4,20.78,0.0
2026-06-01T06:15:30Z,28.44,20.0,27.69,0.0
2026-06-01T06:16:00Z,37.64,67.4,18.05,1.5
2026-06-01T06:16:30Z,34.28,26.5,14.92,0.0
2026-06-01T06:17:00Z,28.85,20.0,19.34,1.5
2026-06-01T06:17:30Z,31.79,23.4,23.24,0.0
2026-06-01T06:18:00Z,26.35,23.5,23.51,0.0
2026-06-01T06:18:30Z,37.16,20.0,11.2,0.0
2026-06-01T06:19:00Z,33.04,72.8,22.22,0.05
2026-06-01T06:19:30Z,36.59,39.5,15.84,0.0
2026-06-01T06:20:00Z,37.19,51.0,22.02,0.0
2026-06-01T06:20:30Z,36.62,52.8,32.88,0.0
2026-06-01T06:21:00Z,33.54,55.4,21.43,0.67
2026-06-01T06:21:30Z,32.99,20.0,17.66,1.33
2026-06-01T06:22:00Z,35.17,30.7,11.88,0.0
2026-06-01T06:22:30Z,33.34,35.5,14.72,0.01
2026-06-01T06:23:00Z,35.85,20.0,26.51,0.0
2026-06-01T06:23:30Z,38.48,55.2,25.92,0.63
2026-06-01T06:24:00Z,35.8,68.9,10.96,0.0
2026-06-01T06:24:30Z,25.66,40.8,10.47,0.0
2026-06-01T06:25:00Z,28.41,72.7,10.6,0.0
2026-06-01T06:25:30Z,33.1,37.5,22.42,0.0
2026-06-01T06:26:00Z,37.09,40.1,20.53,0.0
2026-06-01T06:26:30Z,28.09,38.6,15.29,0.0
2026-06-01T06:27:00Z,37.87,36.5,15.85,0.26
2026-06-01T06:27:30Z,35.43,42.5,8.17,0.63
2026-06-01T06:28:00Z,33.01,20.0,19.79,0.48
2026-06-01T06:28:30Z,33.87,47.7,27.95,0.0
2026-06-01T06:29:00Z,40.25,35.7,9.1,0.0
2026-06-01T06:29:30Z,38.39,27.6,14.07,0.0
2026-06-01T06:30:00Z,36.85,20.0,14.53,0.0
2026-06-01T06:30:30Z,34.06,47.7,22.66,0.0
2026-06-01T06:31:00Z,34.35,21.8,29.96,0.32
2026-06-01T06:31:30Z,26.37,54.7,17.63,1.16
2026-06-01T06:32:00Z,36.06,47.0,6.24,0.6
2026-06-01T06:32:30Z,38.38,63.2,17.93,0.89
2026-06-01T06:33:00Z,36.96,65.9,16.94,1.31
2026-06-01T06:33:30Z,37.98,38.4,22.34,0.0
2026-06-01T06:34:00Z,36.72,31.4,21.77,0.0
2026-06-01T06:34:30Z,35.45,40.7,13.36,0.0
2026-06-01T06:35:00Z,38.64,21.4,21.24,0.0
2026-06-01T06:35:30Z,33.96,53.5,2.4,0.69
2026-06-01T06:36:00Z,32.53,39.4,32.45,1.02
2026-06-01T06:36:30Z,31.88,47.5,26.03,0.0
2026-06-01T06:37:00Z,35.47,26.3,14.18,1.5
2026-06-01T06:37:30Z,35.78,54.2,6.17,0.06
2026-06-01T06:38:00Z,35.99,24.2,19.21,0.61
2026-06-01T06:38:30Z,36.67,30.5,20.33,0.44
2026-06-01T06:39:00Z,28.89,46.9,25.87,0.38
2026-06-01T06:39:30Z,38.17,29.4,24.74,0.0
2026-06-01T06:40:00Z,33.41,41.3,32.21,0.0
2026-06-01T06:40:30Z,36.1,20.0,10.41,0.0
2026-06-01T06:41:00Z,31.83,23.2,21.13,0.0
2026-06-01T06:41:30Z,35.79,35.5,16.05,1.02
2026-06-01T06:42:00Z,42.45,38.4,16.84,0.32
2026-06-01T06:42:30Z,36.44,60.2,12.13,0.0
2026-06-01T06:43:00Z,30.48,34.4,23.64,0.0
2026-06-01T06:43:30Z,36.21,20.0,7.8,1.17
2026-06-01T06:44:00Z,37.59,20.0,23.82,0.0
2026-06-01T06:44:30Z,34.65,35.3,20.44,0.0
2026-06-01T06:45:00Z,39.0,20.0,11.36,0.09
2026-06-01T06:45:30Z,31.28,68.3,20.51,0.43
2026-06-01T06:46:00Z,32.41,31.1,23.75,0.56
2026-06-01T06:46:30Z,41.71,33.7,18.34,0.28
2026-06-01T06:47:00Z,35.58,59.9,18.75,0.0
2026-06-01T06:47:30Z,36.68,43.5,15.08,0.0
2026-06-01T06:48:00Z,36.21,25.1,17.85,0.0
2026-06-01T06:48:30Z,35.58,40.6,14.34,1.5
2026-06-01T06:49:00Z,31.95,31.8,31.5,0.0
2026-06-01T06:49:30Z,32.24,48.9,22.47,0.58
2026-06-01T06:50:00Z,41.72,54.8,22.77,0.55
2026-06-01T06:50:30Z,31.98,36.5,12.96,0.93
2026-06-01T06:51:00Z,27.42,52.1,17.51,0.48
2026-06-01T06:51:30Z,38.53,66.7,20.62,0.0
2026-06-01T06:52:00Z,37.03,33.2,21.88,0.47
2026-06-01T06:52:30Z,35.27,41.2,32.87,0.0
2026-06-01T06:53:00Z,31.13,20.0,14.2,0.0
2026-06-01T06:53:30Z,31.69,43.5,16.54,0.0
2026-06-01T06:54:00Z,40.55,20.8,20.83,0.0
2026-06-01T06:54:30Z,36.42,22.4,11.82,0.0
2026-06-01T06:55:00Z,37.97,56.1,23.22,0.74
2026-06-01T06:55:30Z,35.77,67.7,17.76,0.0
2026-06-01T06:56:00Z,32.1,55.5,18.74,0.0
2026-06-01T06:56:30Z,33.48,38.7,24.74,0.4
2026-06-01T06:57:00Z,30.18,44.2,25.22,0.53
2026-06-01T06:57:30Z,43.08,25.8,21.87,0.0
2026-06-01T06:58:00Z,38.36,25.3,11.1,0.0
2026-06-01T06:58:30Z,46.09,20.0,23.92,0.0
2026-06-01T06:59:00Z,37.04,20.0,25.73,1.5
2026-06-01T06:59:30Z,44.39,20.0,22.52,1.5
2026-06-01T07:00:00Z,33.75,20.0,15.86,0.0
2026-06-01T07:00:30Z,41.95,20.0,13.23,0.67
2026-06-01T07:01:00Z,33.98,47.9,12.03,0.09
2026-06-01T07:01:30Z,39.16,38.8,22.09,0.61
2026-06-01T07:02:00Z,43.13,39.2,7.06,0.0
2026-06-01T07:02:30Z,35.24,33.8,30.81,0.0
2026-06-01T07:03:00Z,40.86,32.7,31.92,0.0
2026-06-01T07:03:30Z,44.34,45.9,6.85,0.47
2026-06-01T07:04:00Z,37.13,28.6,19.41,0.0
2026-06-01T07:04:30Z,41.96,24.1,19.58,0.75
2026-06-01T07:05:00Z,35.29,20.0,10.39,0.18
2026-06-01T07:05:30Z,32.91,20.0,19.9,0.0
2026-06-01T07:06:00Z,37.35,66.5,20.34,1.39
2026-06-01T07:06:30Z,33.99,20.0,39.22,0.0
2026-06-01T07:07:00Z,40.46,26.2,12.89,0.0
2026-06-01T07:07:30Z,34.2,67.9,15.63,0.0
2026-06-01T07:08:00Z,35.58,33.3,25.78,0.1
2026-06-01T07:08:30Z,40.27,38.2,18.92,0.0
2026-06-01T07:09:00Z,39.87,44.4,23.14,0.0
2026-06-01T07:09:30Z,39.3,20.0,21.67,0.82
2026-06-01T07:10:00Z,35.62,62.2,8.12,0.0
2026-06-01T07:10:30Z,37.16,40.0,23.18,0.0
2026-06-01T07:11:00Z,31.17,38.5,21.54,1.42
2026-06-01T07:11:30Z,40.25,74.5,11.54,0.0
2026-06-01T07:12:00Z,36.51,34.1,7.57,0.0
2026-06-01T07:12:30Z,32.64,61.1,25.69,0.0
2026-06-01T07:13:00Z,42.97,66.1,23.09,0.0
2026-06-01T07:13:30Z,43.57,37.9,35.08,0.9
2026-06-01T07:14:00Z,38.15,20.0,23.6,1.1
2026-06-01T07:14:30Z,32.44,41.0,25.25,0.0
2026-06-01T07:15:00Z,39.16,63.0,18.56,1.5
2026-06-01T07:15:30Z,38.96,81.0,23.12,0.8
2026-06-01T07:16:00Z,40.83,20.0,22.45,0.0
2026-06-01T07:16:30Z,33.24,21.6,17.9,1.09
2026-06-01T07:17:00Z,42.09,67.1,8.13,0.0
2026-06-01T07:17:30Z,40.86,45.9,21.48,0.0
2026-06-01T07:18:00Z,38.74,20.0,7.2,0.48
2026-06-01T07:18:30Z,37.76,20.0,14.74,0.18
2026-06-01T07:19:00Z,36.25,25.9,21.21,0.0
2026-06-01T07:19:30Z,34.89,39.6,22.19,0.0
2026-06-01T07:20:00Z,36.83,20.0,17.92,0.0
2026-06-01T07:20:30Z,38.91,47.7,16.63,0.0
2026-06-01T07:21:00Z,33.99,20.0,20.1,1.16
2026-06-01T07:21:30Z,35.36,20.0,20.89,0.49
2026-06-01T07:22:00Z,40.95,29.0,19.14,0.0
2026-06-01T07:22:30Z,38.48,63.2,24.5,0.06
2026-06-01T07:23:00Z,35.13,36.5,17.42,0.0
2026-06-01T07:23:30Z,44.09,37.0,19.73,0.43
2026-06-01T07:24:00Z,46.12,27.4,21.26,0.0
2026-06-01T07:24:30Z,44.14,39.6,22.72,0.12
2026-06-01T07:25:00Z,41.28,50.5,13.71,0.84
2026-06-01T07:25:30Z,34.42,50.6,22.98,0.6
2026-06-01T07:26:00Z,40.86,20.0,18.33,0.48
2026-06-01T07:26:30Z,46.68,51.7,13.76,0.0
2026-06-01T07:27:00Z,41.45,27.0,26.13,0.0
2026-06-01T07:27:30Z,36.42,20.0,21.76,0.0
2026-06-01T07:28:00Z,38.23,39.8,25.06,0.87
2026-06-01T07:28:30Z,41.83,31.7,28.41,0.3
